DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - São Paulo
Casos Prováveis por Município de notificação e Mês 1º Sintoma(s)
Período:2024
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"350200 ANALANDIA";12;178;348;217;56;5;5;3;1;-;1;-;826
"350210 ANDRADINA";3;6;18;13;23;7;7;4;4;4;10;30;129
"350220 ANGATUBA";1;20;96;232;368;68;3;5;-;-;1;-;794
"350230 ANHEMBI";1;3;33;25;43;25;11;33;20;-;2;-;196
"350240 ANHUMAS";-;2;1;3;7;1;-;-;-;-;-;1;15
"350250 APARECIDA";17;134;195;269;229;45;15;1;-;2;2;1;910
"350260 APARECIDA D'OESTE";-;1;6;2;20;14;-;4;7;2;30;65;151
"350270 APIAI";3;8;59;96;114;8;-;-;-;-;1;1;290
"350275 ARACARIGUAMA";18;44;101;199;122;31;4;1;1;2;1;2;526
"350280 ARACATUBA";31;102;115;223;370;315;178;118;77;125;311;860;2825
"350290 ARACOIABA DA SERRA";1;11;36;160;404;37;3;-;4;6;7;5;674
"350300 ARAMINA";-;2;1;1;11;1;1;-;-;-;1;-;18
"350310 ARANDU";-;1;51;245;230;56;9;-;-;-;-;-;592
"350315 ARAPEI";2;12;82;28;7;-;-;-;-;-;-;-;131
"350320 ARARAQUARA";75;134;331;462;524;293;94;40;53;65;113;133;2317
"350330 ARARAS";25;76;258;361;599;248;92;22;35;37;28;66;1847
"350335 ARCO-IRIS";2;2;2;5;9;1;1;-;-;1;4;-;27
"350340 AREALVA";24;54;91;101;65;9;4;3;-;-;1;-;352
"350350 AREIAS";7;13;40;88;41;8;-;-;-;-;-;-;197
"350360 AREIOPOLIS";2;18;130;252;213;20;17;8;-;1;-;2;663
"350370 ARIRANHA";72;204;314;189;155;28;22;5;4;5;2;5;1005
"350380 ARTUR NOGUEIRA";30;118;250;461;303;49;7;2;-;5;4;6;1235
"350390 ARUJA";77;541;802;944;660;151;18;7;2;-;5;4;3211
"350395 ASPASIA";2;2;3;1;1;2;2;2;-;2;9;92;118
"350400 ASSIS";310;344;644;1892;2225;734;184;151;99;141;167;142;7033
"350410 ATIBAIA";200;1223;3168;5288;3522;824;218;105;79;130;100;93;14950
"350420 AURIFLAMA";1;-;1;11;55;33;17;6;6;1;13;44;188
"350430 AVAI";-;-;-;1;7;-;-;-;-;-;-;-;8
"350440 AVANHANDAVA";3;-;21;17;35;20;27;14;-;-;-;-;137
"350450 AVARE";58;114;612;1552;2667;465;94;27;6;2;3;6;5606
"350460 BADY BASSITT";6;17;109;64;122;71;48;30;22;20;9;109;627
"350470 BALBINOS";-;3;12;12;1;1;-;-;-;-;-;-;29
"350480 BALSAMO";2;6;20;19;34;18;30;20;7;3;8;24;191
"350490 BANANAL";11;50;201;235;95;20;9;-;-;-;2;-;623
"350500 BARAO DE ANTONINA";-;-;3;12;45;10;3;1;2;-;-;-;76
"350510 BARBOSA";1;6;1;1;11;11;5;4;-;4;16;18;78
"350520 BARIRI";787;1473;668;171;33;13;1;2;1;-;2;4;3155
"350530 BARRA BONITA";27;51;87;207;278;93;16;8;1;2;-;1;771
"350535 BARRA DO CHAPEU";-;2;22;96;64;3;-;-;-;1;-;-;188
"350540 BARRA DO TURVO";-;23;65;-;-;-;-;-;-;-;-;-;88
"350550 BARRETOS";61;301;654;912;1121;485;166;78;46;38;39;51;3952
"350560 BARRINHA";27;172;353;173;184;96;30;22;29;11;6;9;1112
"350570 BARUERI";57;451;1591;2009;2186;439;68;22;17;21;19;26;6906
"350580 BASTOS";2;5;13;8;11;7;2;3;3;1;4;2;61
"350590 BATATAIS";172;666;1327;1507;1419;292;58;108;8;5;9;8;5579
"350600 BAURU";651;1435;1616;2909;4628;2282;967;615;611;530;414;75;16733
"350610 BEBEDOURO";887;1972;1962;1300;570;47;14;-;2;-;1;45;6800
"350620 BENTO DE ABREU";-;1;5;12;12;43;16;7;8;3;1;4;112
"350630 BERNARDINO DE CAMPOS";15;161;411;263;107;15;2;1;1;2;3;7;988
"350635 BERTIOGA";536;491;550;464;106;22;5;-;-;1;-;3;2178
"350640 BILAC";-;2;-;1;2;2;3;6;3;1;20;178;218
"350650 BIRIGUI";115;471;504;811;586;252;184;188;226;239;303;277;4156
"350660 BIRITIBA-MIRIM";10;49;392;684;610;126;13;3;5;1;3;3;1899
"350670 BOA ESPERANCA DO SUL";1;4;10;52;54;28;17;10;15;9;1;1;202
"350680 BOCAINA";3;14;16;31;55;16;10;4;4;2;-;-;155
"350690 BOFETE";2;7;47;138;131;38;2;1;2;2;2;1;373
"350700 BOITUVA";65;147;788;1539;1699;405;52;11;4;5;3;8;4726
"350710 BOM JESUS DOS PERDOES";9;34;97;137;79;21;2;-;-;-;-;-;379
"350715 BOM SUCESSO DE ITARARE";-;-;2;5;2;-;-;-;-;-;-;-;9
"350720 BORA";-;-;7;24;27;4;-;-;-;-;-;1;63
"350730 BORACEIA";71;177;124;39;23;5;-;1;-;-;-;-;440
"350740 BORBOREMA";36;61;78;80;111;50;14;13;4;2;-;2;451
"350745 BOREBI";-;1;1;15;10;-;1;-;-;-;-;1;29
"350750 BOTUCATU";822;1659;4583;5060;4020;587;82;37;31;31;26;40;16978
"350760 BRAGANCA PAULISTA";776;2487;4386;2936;2059;481;82;18;25;14;19;23;13306
"350770 BRAUNA";3;5;-;1;1;1;1;-;2;-;-;-;14
"350775 BREJO ALEGRE";-;-;3;23;29;9;4;3;1;-;-;-;72
"350780 BRODOWSKI";962;774;387;154;68;8;2;2;1;1;1;33;2393
"350790 BROTAS";26;149;402;719;456;99;2;2;3;6;5;3;1872
"350800 BURI";8;20;60;123;109;26;-;-;-;-;-;-;346
"350810 BURITAMA";2;4;11;49;47;22;30;20;31;35;25;71;347
"350820 BURITIZAL";4;3;30;17;18;8;-;-;-;-;-;-;80
"350830 CABRALIA PAULISTA";1;7;3;23;60;16;7;4;-;-;-;-;121
"350840 CABREUVA";12;165;147;147;190;54;9;-;2;-;-;2;728
"350850 CACAPAVA";41;283;1674;2829;3254;564;110;86;27;19;21;19;8927
"350860 CACHOEIRA PAULISTA";18;80;535;518;237;86;34;13;12;1;5;4;1543
"350870 CACONDE";2;13;205;442;475;124;13;3;8;8;16;4;1313
"350880 CAFELANDIA";3;29;100;105;45;12;1;-;3;-;3;6;307
"350890 CAIABU";-;5;39;30;13;-;-;-;-;2;-;-;89
"350900 CAIEIRAS";305;993;1412;1089;715;43;2;1;-;3;3;5;4571
"350910 CAIUA";-;1;1;-;1;-;-;-;-;-;-;-;3
"350920 CAJAMAR";28;208;715;688;233;36;4;3;1;-;-;1;1917
"350925 CAJATI";6;17;59;131;742;14;-;-;-;-;-;-;969
"350930 CAJOBI";2;1;10;11;21;19;4;3;-;-;3;3;77
"350940 CAJURU";8;14;31;127;37;38;4;-;-;-;27;14;300
"350945 CAMPINA DO MONTE ALEGRE";-;12;59;234;333;57;9;-;-;-;-;-;704
"350950 CAMPINAS";4033;12739;29344;35310;31009;9945;2058;1054;804;642;522;632;128092
"350960 CAMPO LIMPO PAULISTA";7;86;224;562;355;73;15;4;4;-;2;3;1335
"350970 CAMPOS DO JORDAO";8;32;58;40;35;5;3;-;-;-;-;3;184
"350980 CAMPOS NOVOS PAULISTA";-;3;3;15;38;12;8;4;1;-;6;41;131
"350990 CANANEIA";2;16;298;636;484;66;3;1;-;-;-;2;1508
"350995 CANAS";-;26;74;41;51;2;-;-;-;-;-;-;194
"351000 CANDIDO MOTA";30;115;251;375;450;145;60;37;19;18;22;48;1570
"351010 CANDIDO RODRIGUES";1;3;-;8;13;39;15;-;2;-;-;-;81
"351015 CANITAR";2;12;16;25;47;10;-;1;-;-;-;-;113
"351020 CAPAO BONITO";1;9;33;139;254;88;15;2;-;2;2;3;548
"351030 CAPELA DO ALTO";5;37;179;444;662;175;35;14;8;5;10;2;1576
"351040 CAPIVARI";111;492;918;1092;527;87;6;3;1;2;2;-;3241
"351050 CARAGUATATUBA";134;521;2442;3720;3206;1188;374;136;175;140;159;109;12304
"351060 CARAPICUIBA";8;55;523;1754;1993;75;14;2;3;-;-;4;4431
"351070 CARDOSO";5;10;25;59;158;83;34;13;5;4;11;25;432
"351080 CASA BRANCA";51;173;418;448;270;108;30;8;21;28;17;15;1587
"351090 CASSIA DOS COQUEIROS";3;2;37;51;53;13;2;-;-;-;-;1;162
"351100 CASTILHO";6;14;3;3;10;18;2;3;1;-;5;4;69
"351110 CATANDUVA";332;815;1262;1678;2052;841;424;261;175;230;241;327;8638
"351120 CATIGUA";27;81;111;111;56;11;-;3;1;2;-;3;406
"351130 CEDRAL";2;10;29;35;77;40;36;19;10;31;46;90;425
"351140 CERQUEIRA CESAR";2;20;26;43;68;21;4;-;-;-;-;-;184
"351150 CERQUILHO";4;27;101;254;645;215;29;14;5;3;1;1;1299
"351160 CESARIO LANGE";3;10;66;258;495;151;17;4;2;-;-;-;1006
"351170 CHARQUEADA";9;53;115;343;406;120;26;6;3;4;7;3;1095
"351190 CLEMENTINA";1;3;4;2;7;8;1;6;4;1;2;3;42
"351200 COLINA";174;127;192;253;165;39;17;1;4;-;5;6;983
"351210 COLOMBIA";2;2;4;8;4;3;3;-;-;-;-;-;26
"351220 CONCHAL";3;3;19;23;26;17;7;5;1;1;1;2;108
"351230 CONCHAS";2;12;32;62;99;54;14;17;7;4;23;90;416
"351240 CORDEIROPOLIS";9;16;54;144;319;294;148;21;2;5;1;1;1014
"351250 COROADOS";6;16;11;9;7;5;2;4;13;10;23;29;135
"351260 CORONEL MACEDO";4;30;56;84;72;9;1;-;-;-;-;-;256
"351270 CORUMBATAI";-;-;6;22;22;4;-;1;-;-;-;-;55
"351280 COSMOPOLIS";17;134;324;519;737;281;74;33;17;11;8;17;2172
"351290 COSMORAMA";3;8;13;18;50;23;34;17;4;2;1;1;174
"351300 COTIA";183;690;1083;1040;785;261;28;8;1;3;4;3;4089
"351310 CRAVINHOS";293;445;549;385;171;33;3;-;-;-;-;7;1886
"351320 CRISTAIS PAULISTA";32;37;119;60;51;5;-;-;-;-;-;-;304
"351330 CRUZALIA";1;7;9;18;54;37;8;2;-;-;1;-;137
"351340 CRUZEIRO";19;96;292;206;108;23;9;4;1;3;3;1;765
"351350 CUBATAO";14;22;62;84;111;98;45;17;6;7;7;11;484
"351360 CUNHA";9;40;112;155;205;32;9;-;-;1;-;-;563
"351370 DESCALVADO";3;54;299;504;713;622;133;11;12;26;42;42;2461
"351380 DIADEMA";89;703;1846;2573;3432;978;248;93;76;72;63;66;10239
"351385 DIRCE REIS";1;7;3;5;7;3;-;4;14;36;90;103;273
"351390 DIVINOLANDIA";-;2;25;65;72;10;-;-;-;1;-;-;175
"351400 DOBRADA";-;10;18;32;63;10;7;4;3;3;1;8;159
"351410 DOIS CORREGOS";634;988;1312;776;379;40;8;6;2;-;-;14;4159
"351420 DOLCINOPOLIS";-;2;3;-;2;-;2;1;5;7;20;4;46
"351430 DOURADO";-;7;17;32;55;26;4;-;1;-;-;-;142
"351440 DRACENA";11;43;22;23;14;12;4;8;4;2;3;4;150
"351450 DUARTINA";2;6;16;34;48;22;4;1;-;-;-;-;133
"351460 DUMONT";59;212;349;168;43;4;3;2;4;5;-;3;852
"351470 ECHAPORA";3;10;11;12;12;1;1;2;-;-;-;1;53
"351480 ELDORADO";1;36;147;293;55;-;-;-;-;-;-;-;532
"351490 ELIAS FAUSTO";6;39;60;132;317;116;17;22;9;19;26;88;851
"351492 ELISIARIO";6;45;82;51;45;3;-;-;-;-;1;-;233
"351495 EMBAUBA";8;5;10;16;45;13;2;-;-;-;2;-;101
"351500 EMBU DAS ARTES";48;326;591;470;342;82;4;1;3;3;4;2;1876
"351510 EMBU-GUACU";18;81;311;532;124;38;10;2;-;-;-;-;1116
"351512 EMILIANOPOLIS";-;2;-;2;1;3;-;1;-;-;1;3;13
"351515 ENGENHEIRO COELHO";2;20;39;192;300;60;16;3;1;-;1;6;640
"351518 ESPIRITO SANTO DO PINHAL";40;284;989;1487;1020;221;80;40;38;7;3;4;4213
"351519 ESPIRITO SANTO DO TURVO";3;-;10;36;52;10;2;1;-;-;-;-;114
"351520 ESTRELA D'OESTE";-;2;7;29;80;100;92;55;34;79;156;260;894
"351530 ESTRELA DO NORTE";2;6;4;-;1;-;-;1;3;-;-;1;18
"351535 EUCLIDES DA CUNHA PAULISTA";-;3;1;1;-;1;-;-;-;2;2;-;10
"351540 FARTURA";3;30;227;604;625;68;7;1;-;1;-;1;1567
"351550 FERNANDOPOLIS";23;62;116;246;553;292;189;108;107;188;214;491;2589
"351560 FERNANDO PRESTES";1;5;6;22;59;31;16;-;-;-;-;3;143
"351565 FERNAO";1;1;10;6;6;-;-;1;-;-;-;1;26
"351570 FERRAZ DE VASCONCELOS";31;223;1145;1516;902;145;14;12;4;3;1;1;3997
"351580 FLORA RICA";-;-;-;6;3;-;-;-;3;-;-;-;12
"351590 FLOREAL";-;-;-;1;3;-;6;-;1;-;1;6;18
"351600 FLORIDA PAULISTA";1;13;9;3;3;2;-;1;8;3;9;9;61
"351610 FLORINIA";1;12;33;56;67;51;4;5;1;-;-;-;230
"351620 FRANCA";863;2699;3990;783;669;569;137;219;227;182;238;242;10818
"351630 FRANCISCO MORATO";54;331;582;1071;497;62;46;14;4;-;-;-;2661
"351640 FRANCO DA ROCHA";753;1912;4130;3091;2142;290;68;64;104;60;32;35;12681
"351650 GABRIEL MONTEIRO";-;-;-;1;4;1;1;-;-;-;1;7;15
"351660 GALIA";-;1;6;43;55;9;2;1;1;-;-;1;119
"351670 GARCA";29;99;251;383;656;275;91;34;21;16;29;27;1911
"351680 GASTAO VIDIGAL";1;11;11;-;2;2;-;-;2;-;1;4;34
"351685 GAVIAO PEIXOTO";4;10;37;76;114;31;8;1;-;3;-;-;284
"351690 GENERAL SALGADO";-;4;-;12;23;26;16;5;9;5;18;66;184
"351700 GETULINA";177;94;63;25;16;1;3;4;10;5;-;2;400
"351710 GLICERIO";1;2;2;1;-;1;2;5;6;18;14;25;77
"351720 GUAICARA";2;4;8;18;21;4;3;1;7;45;72;110;295
"351730 GUAIMBE";11;7;6;9;7;6;-;1;1;2;3;5;58
"351740 GUAIRA";68;112;147;195;167;79;85;52;40;52;58;133;1188
"351750 GUAPIACU";16;24;39;54;171;95;43;23;14;10;28;52;569
"351760 GUAPIARA";-;1;20;92;106;14;5;-;-;-;-;-;238
"351770 GUARA";6;75;19;1;2;2;-;-;-;-;-;-;105
"351780 GUARACAI";-;2;4;9;44;25;24;11;15;11;27;88;260
"351790 GUARACI";3;27;47;46;111;26;17;12;7;3;13;4;316
"351800 GUARANI D'OESTE";-;2;8;11;34;14;10;3;4;8;32;51;177
"351810 GUARANTA";2;15;9;42;124;66;18;5;3;-;-;3;287
"351820 GUARARAPES";43;157;386;395;471;170;81;47;21;41;18;50;1880
"351830 GUARAREMA";69;162;421;322;184;33;8;5;5;3;8;10;1230
"351840 GUARATINGUETA";481;1413;2367;1996;957;175;53;20;29;11;14;7;7523
"351850 GUAREI";6;18;92;256;188;27;1;1;-;-;-;-;589
"351860 GUARIBA";8;52;118;119;171;74;33;3;1;1;3;-;583
"351870 GUARUJA";195;1466;2218;2411;1618;445;73;13;10;6;19;11;8485
"351880 GUARULHOS";1585;6540;16301;23647;15781;3615;535;129;87;26;30;43;68319
"351885 GUATAPARA";1;27;24;14;14;4;-;-;-;-;1;-;85
"351890 GUZOLANDIA";-;-;1;4;8;6;3;7;27;30;15;67;168
"351900 HERCULANDIA";9;16;20;20;20;9;-;-;-;-;-;1;95
"351905 HOLAMBRA";23;86;304;386;430;102;21;4;2;8;9;8;1383
"351907 HORTOLANDIA";54;327;617;680;893;364;86;36;27;13;35;27;3159
"351910 IACANGA";9;35;91;126;235;83;10;5;1;11;11;11;628
"351920 IACRI";9;35;20;7;6;2;-;1;-;5;21;6;112
"351925 IARAS";1;6;7;7;30;4;2;2;1;2;-;6;68
"351930 IBATE";-;25;40;155;249;76;13;6;5;8;8;1;586
"351940 IBIRA";1;6;1;16;97;41;9;11;11;27;56;110;386
"351950 IBIRAREMA";1;14;73;120;211;76;15;6;1;-;-;-;517
"351960 IBITINGA";9;41;115;255;550;305;200;47;30;28;68;170;1818
"351970 IBIUNA";5;45;93;384;708;216;32;24;12;18;15;17;1569
"351980 ICEM";3;1;-;1;-;-;-;-;-;-;-;-;5
"351990 IEPE";3;1;1;4;26;11;2;3;-;-;2;1;54
"352000 IGARACU DO TIETE";8;35;157;418;681;194;28;9;1;-;-;-;1531
"352010 IGARAPAVA";1;27;6;11;6;7;-;-;-;-;1;-;59
"352020 IGARATA";34;51;154;202;160;39;2;1;1;-;1;-;645
"352030 IGUAPE";150;613;1002;521;124;9;-;-;-;-;-;4;2423
"352040 ILHABELA";83;382;961;1256;1031;352;90;24;32;41;46;26;4324
"352042 ILHA COMPRIDA";22;82;202;294;210;30;-;-;-;-;-;-;840
"352044 ILHA SOLTEIRA";2;7;6;12;8;8;4;1;2;1;9;17;77
"352050 INDAIATUBA";113;515;1124;1831;1855;490;188;89;74;35;71;102;6487
"352060 INDIANA";1;6;4;2;3;1;-;-;-;1;3;12;33
"352070 INDIAPORA";-;6;5;11;26;25;51;19;59;52;53;115;422
"352080 INUBIA PAULISTA";-;-;-;-;1;2;-;-;1;-;-;-;4
"352090 IPAUSSU";5;9;24;36;81;35;9;4;-;-;-;3;206
"352100 IPERO";3;22;61;142;187;85;26;-;2;-;2;2;532
"352110 IPEUNA";2;29;143;295;357;92;18;7;5;2;2;7;959
"352115 IPIGUA";3;3;1;11;31;6;3;5;2;2;3;5;75
"352120 IPORANGA";1;4;49;31;53;9;-;-;-;-;-;-;147
"352130 IPUA";-;1;6;11;8;5;2;-;1;1;-;-;35
"352140 IRACEMAPOLIS";20;82;220;252;244;57;13;-;-;1;1;1;891
"352150 IRAPUA";25;30;29;9;180;49;15;2;1;1;-;10;351
"352160 IRAPURU";7;10;5;4;3;-;-;1;2;3;4;2;41
"352170 ITABERA";-;3;38;136;386;166;16;21;3;1;1;-;771
"352180 ITAI";4;9;76;227;643;422;27;26;15;7;17;12;1485
"352190 ITAJOBI";6;17;67;103;127;47;12;1;4;2;1;5;392
"352200 ITAJU";33;48;143;153;105;26;14;2;1;-;-;-;525
"352210 ITANHAEM";34;181;608;2695;2044;129;25;17;8;10;10;7;5768
"352215 ITAOCA";-;-;1;2;5;-;-;-;-;-;-;-;8
"352220 ITAPECERICA DA SERRA";3;76;892;2020;855;67;5;1;1;1;-;-;3921
"352230 ITAPETININGA";161;458;1189;1486;973;830;155;45;9;3;6;6;5321
"352240 ITAPEVA";3;60;321;879;1593;427;66;22;6;-;2;2;3381
"352250 ITAPEVI";8;66;249;422;276;54;12;2;4;1;2;1;1097
"352260 ITAPIRA";32;579;3275;3835;2471;418;54;10;16;3;9;21;10723
"352265 ITAPIRAPUA PAULISTA";-;-;-;8;16;4;-;-;-;-;-;-;28
"352270 ITAPOLIS";14;15;32;40;36;16;6;1;4;1;10;12;187
"352280 ITAPORANGA";1;6;29;150;415;101;35;6;-;-;1;-;744
"352290 ITAPUI";1;11;90;189;252;81;21;-;-;-;-;-;645
"352300 ITAPURA";1;5;5;2;4;4;1;-;-;-;-;-;22
"352310 ITAQUAQUECETUBA";100;325;895;1052;1096;250;50;11;4;7;10;3;3803
"352320 ITARARE";3;36;182;667;559;148;30;8;1;3;3;3;1643
"352330 ITARIRI";-;12;10;64;19;-;-;-;-;-;-;-;105
"352340 ITATIBA";292;720;1771;2083;1055;127;21;9;3;6;1;1;6089
"352350 ITATINGA";2;11;41;77;105;13;3;1;4;14;14;1;286
"352360 ITIRAPINA";2;24;136;379;376;186;11;13;5;1;-;-;1133
"352370 ITIRAPUA";4;47;60;41;7;4;1;-;-;-;3;2;169
"352380 ITOBI";1;13;59;44;56;3;-;-;-;1;-;1;178
"352390 ITU";849;1924;3755;4214;2850;754;135;57;44;32;38;35;14687
"352400 ITUPEVA";6;24;82;181;175;32;5;-;1;-;2;1;509
"352410 ITUVERAVA";8;17;9;10;11;4;-;1;-;-;-;-;60
"352420 JABORANDI";4;27;33;36;9;7;-;-;1;-;-;-;117
"352430 JABOTICABAL";42;254;286;243;324;106;64;30;23;51;133;389;1945
"352440 JACAREI";2728;6659;10583;7957;3619;534;142;50;50;45;26;46;32439
"352450 JACI";4;5;4;5;34;16;8;10;13;9;19;35;162
"352460 JACUPIRANGA";-;17;39;15;5;3;1;-;-;1;-;-;81
"352470 JAGUARIUNA";76;735;2103;2754;1910;840;251;124;120;61;171;159;9304
"352480 JALES";9;32;75;121;240;151;79;37;40;31;51;209;1075
"352490 JAMBEIRO";3;5;74;88;51;12;9;1;-;1;1;1;246
"352500 JANDIRA";1;22;30;105;127;88;5;-;-;-;-;1;379
"352510 JARDINOPOLIS";121;185;703;535;364;168;4;-;1;1;3;2;2087
"352520 JARINU";10;57;289;593;463;145;64;6;22;9;15;3;1676
"352530 JAU";251;646;2048;3382;3665;357;63;23;16;14;21;19;10505
"352540 JERIQUARA";5;52;70;84;29;2;-;-;-;-;-;-;242
"352550 JOANOPOLIS";7;38;151;426;758;291;53;-;3;-;2;1;1730
"352560 JOAO RAMALHO";1;2;-;-;2;-;1;-;-;-;-;-;6
"352570 JOSE BONIFACIO";1;6;15;32;78;55;52;47;51;81;166;325;909
"352580 JULIO MESQUITA";1;6;9;13;5;2;-;-;-;-;2;4;42
"352585 JUMIRIM";1;-;3;7;14;1;-;-;-;-;-;-;26
"352590 JUNDIAI";504;1715;5397;8327;6296;1122;184;32;81;22;20;12;23712
"352600 JUNQUEIROPOLIS";2;6;10;10;7;1;1;-;-;1;3;1;42
"352610 JUQUIA";1;9;32;37;11;-;-;-;-;-;-;-;90
"352620 JUQUITIBA";7;27;82;208;231;31;7;-;-;-;-;-;593
"352630 LAGOINHA";-;26;97;92;113;25;2;1;1;-;1;-;358
"352640 LARANJAL PAULISTA";4;5;24;75;185;69;26;4;5;1;3;7;408
"352650 LAVINIA";-;2;3;6;17;68;40;10;6;1;1;4;158
"352660 LAVRINHAS";2;34;82;98;36;7;1;-;-;-;-;-;260
"352670 LEME";66;315;889;1167;1079;235;64;3;4;14;54;131;4021
"352680 LENCOIS PAULISTA";65;127;475;704;882;408;81;25;11;8;6;7;2799
"352690 LIMEIRA";281;642;1707;2519;3098;939;261;73;23;20;14;19;9596
"352700 LINDOIA";-;5;41;63;17;8;1;-;-;-;1;1;137
"352710 LINS";62;58;47;56;190;87;25;21;30;62;88;163;889
"352720 LORENA";162;1202;2774;2905;1385;197;45;22;11;10;21;22;8756
"352725 LOURDES";-;2;4;5;7;18;25;15;4;2;-;6;88
"352730 LOUVEIRA";12;58;206;420;435;109;19;17;10;9;6;10;1311
"352740 LUCELIA";2;3;3;7;2;3;-;2;1;2;1;-;26
"352750 LUCIANOPOLIS";3;30;18;16;30;1;-;2;-;1;-;-;101
"352760 LUIS ANTONIO";8;26;74;162;43;17;21;17;4;-;-;1;373
"352770 LUIZIANIA";-;5;11;15;17;-;-;-;3;-;-;-;51
"352780 LUPERCIO";1;8;15;29;35;5;-;-;1;3;1;1;99
"352790 LUTECIA";-;1;-;8;15;18;3;3;1;1;-;-;50
"352800 MACATUBA";14;67;190;410;420;141;10;3;-;-;-;-;1255
"352810 MACAUBAL";1;1;1;1;8;5;1;5;2;1;12;34;72
"352820 MACEDONIA";-;-;2;2;7;11;12;4;1;1;5;8;53
"352830 MAGDA";-;-;-;3;3;-;2;-;-;-;-;2;10
"352840 MAIRINQUE";2;14;110;401;545;94;22;8;4;2;6;4;1212
"352850 MAIRIPORA";81;1062;3070;2940;1745;358;83;8;2;3;3;3;9358
"352860 MANDURI";33;135;316;340;317;48;3;-;-;-;1;1;1194
"352870 MARABA PAULISTA";2;1;12;2;14;2;1;-;-;1;-;-;35
"352880 MARACAI";1;36;105;224;277;86;8;2;-;4;7;-;750
"352885 MARAPOAMA";-;2;3;6;19;6;15;3;2;1;1;2;60
"352890 MARIAPOLIS";-;1;1;2;4;1;-;-;-;5;1;1;16
"352900 MARILIA";1027;1754;2189;2171;2071;534;179;64;44;62;164;390;10649
"352910 MARINOPOLIS";6;6;2;4;38;20;5;1;2;1;4;7;96
"352920 MARTINOPOLIS";2;21;17;20;17;9;11;5;25;6;15;14;162
"352930 MATAO";24;98;275;533;827;237;137;112;78;118;160;421;3020
"352940 MAUA";145;877;2730;2898;2881;1040;209;25;29;29;11;11;10885
"352950 MENDONCA";6;1;21;89;213;83;22;12;7;8;32;83;577
"352960 MERIDIANO";-;3;11;29;39;63;68;48;17;17;10;18;323
"352965 MESOPOLIS";-;3;22;36;83;29;4;-;-;-;-;-;177
"352970 MIGUELOPOLIS";2;9;2;3;5;-;-;-;-;-;-;-;21
"352980 MINEIROS DO TIETE";47;506;1257;529;141;15;4;-;-;-;1;2;2502
"352990 MIRACATU";3;15;61;36;23;2;-;1;-;-;-;-;141
"353000 MIRA ESTRELA";3;9;4;6;11;7;9;6;14;15;36;102;222
"353010 MIRANDOPOLIS";25;36;47;50;37;37;32;22;20;33;20;50;409
"353020 MIRANTE DO PARANAPANEMA";-;2;4;4;6;2;1;-;-;-;-;1;20
"353030 MIRASSOL";6;19;15;32;85;35;24;8;8;21;20;21;294
"353040 MIRASSOLANDIA";3;14;24;28;32;13;4;3;3;1;-;9;134
"353050 MOCOCA";130;498;1020;1050;663;69;22;4;3;-;3;-;3462
"353060 MOGI DAS CRUZES";323;2157;6038;6896;4348;671;74;74;62;95;81;67;20886
"353070 MOGI GUACU";53;185;476;954;1898;841;271;93;85;270;684;871;6681
