DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - São Paulo
Casos Prováveis por Município de notificação e Mês 1º Sintoma(s)
Período:2013
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"350370 ARIRANHA";-;-;3;8;13;6;-;-;-;-;-;-;30
"350380 ARTUR NOGUEIRA";39;125;167;61;12;4;-;2;4;-;2;1;417
"350390 ARUJA";2;1;2;12;8;2;-;-;-;-;-;-;27
"350395 ASPASIA";-;2;3;4;1;-;-;-;-;-;-;-;10
"350400 ASSIS";22;103;419;310;63;6;3;1;2;2;8;5;944
"350410 ATIBAIA";5;4;20;28;19;2;-;2;3;3;3;6;95
"350420 AURIFLAMA";6;11;7;9;9;3;-;-;-;-;-;1;46
"350430 AVAI";-;1;-;1;23;19;-;-;-;-;-;-;44
"350440 AVANHANDAVA";1;19;55;37;27;4;1;-;-;-;-;-;144
"350450 AVARE";-;2;4;3;2;-;-;-;-;-;-;-;11
"350460 BADY BASSITT";3;15;82;35;12;14;4;-;-;3;-;-;168
"350470 BALBINOS";-;2;1;4;20;3;-;-;-;-;-;-;30
"350480 BALSAMO";-;9;54;15;36;6;-;-;1;-;-;-;121
"350490 BANANAL";1;9;18;47;30;8;7;-;-;-;-;3;123
"350510 BARBOSA";20;36;36;30;4;-;-;-;-;-;-;-;126
"350520 BARIRI";-;3;2;11;10;3;3;-;-;-;-;-;32
"350530 BARRA BONITA";-;-;3;2;5;1;-;-;-;-;-;-;11
"350540 BARRA DO TURVO";-;1;5;6;-;-;-;-;-;-;-;-;12
"350550 BARRETOS";1764;1821;481;72;22;22;7;3;-;2;9;116;4319
"350560 BARRINHA";6;18;167;162;71;4;2;1;1;-;-;-;432
"350570 BARUERI";9;30;102;137;63;12;1;-;2;7;5;9;377
"350580 BASTOS";2;3;4;12;5;3;-;-;1;-;2;-;32
"350590 BATATAIS";8;20;44;57;28;13;4;3;-;-;-;-;177
"350600 BAURU";403;1057;2256;2322;1148;203;45;4;8;-;-;17;7463
"350610 BEBEDOURO";4;29;123;325;324;69;22;9;8;3;4;-;920
"350620 BENTO DE ABREU";1;-;5;9;11;-;-;-;-;-;-;-;26
"350630 BERNARDINO DE CAMPOS";-;3;1;1;-;-;-;-;-;-;-;-;5
"350635 BERTIOGA";12;41;126;104;61;3;1;1;1;-;-;2;352
"350640 BILAC";1;32;38;8;5;-;-;-;-;-;-;-;84
"350650 BIRIGUI";6;22;50;68;132;45;17;7;1;5;20;4;377
"350660 BIRITIBA-MIRIM";-;-;-;-;-;1;-;-;-;-;-;-;1
"350670 BOA ESPERANCA DO SUL";1;2;36;58;25;1;1;-;-;-;-;2;126
"350680 BOCAINA";3;-;1;1;-;-;-;1;-;-;-;-;6
"350700 BOITUVA";3;5;10;3;-;-;1;-;-;-;-;-;22
"350710 BOM JESUS DOS PERDOES";-;-;-;1;1;1;-;-;-;-;-;-;3
"350720 BORA";-;2;5;8;1;1;-;-;-;-;-;1;18
"350730 BORACEIA";-;-;4;3;1;-;-;-;-;-;-;-;8
"350740 BORBOREMA";1;2;7;18;14;3;2;-;-;-;-;-;47
"350745 BOREBI";-;-;-;3;-;-;-;-;-;-;-;-;3
"350750 BOTUCATU";5;2;11;10;3;1;-;-;-;-;-;-;32
"350760 BRAGANCA PAULISTA";1;3;7;13;1;1;1;1;2;2;-;-;32
"350770 BRAUNA";-;1;2;-;1;-;-;-;-;-;-;-;4
"350775 BREJO ALEGRE";-;4;3;2;-;1;-;-;-;-;-;-;10
"350780 BRODOWSKI";3;12;38;31;29;1;1;-;1;-;-;-;116
"350790 BROTAS";-;1;-;3;2;1;-;-;-;-;-;-;7
"350800 BURI";-;-;-;1;-;-;-;-;-;-;-;-;1
"350810 BURITAMA";12;28;64;76;92;21;4;1;1;-;-;-;299
"350820 BURITIZAL";16;22;31;10;5;-;-;-;-;-;1;1;86
"350830 CABRALIA PAULISTA";-;-;4;-;-;-;-;-;-;-;-;-;4
"350840 CABREUVA";-;-;1;2;-;-;-;-;-;-;-;-;3
"350850 CACAPAVA";2;5;16;29;5;1;1;-;-;-;1;-;60
"350860 CACHOEIRA PAULISTA";6;83;121;97;15;2;-;1;-;-;1;-;326
"350870 CACONDE";1;1;-;-;-;-;-;1;-;-;-;-;3
"350880 CAFELANDIA";1;2;3;20;12;5;1;-;-;-;-;1;45
"350890 CAIABU";-;-;1;4;-;1;-;-;-;-;-;-;6
"350900 CAIEIRAS";4;13;119;118;70;14;-;-;-;1;4;3;346
"350910 CAIUA";2;5;12;1;-;-;-;-;-;-;-;-;20
"350920 CAJAMAR";2;6;11;14;7;2;1;1;-;1;1;1;47
"350925 CAJATI";34;113;283;71;-;-;1;-;-;-;-;1;503
"350930 CAJOBI";8;16;38;16;16;6;8;4;1;1;1;-;115
"350940 CAJURU";3;7;14;16;4;1;-;-;-;1;-;-;46
"350950 CAMPINAS";180;570;2306;3066;1399;322;42;38;37;36;31;68;8095
"350960 CAMPO LIMPO PAULISTA";1;2;26;20;14;4;1;1;1;-;-;-;70
"350970 CAMPOS DO JORDAO";-;-;-;-;1;-;-;-;-;-;-;-;1
"350980 CAMPOS NOVOS PAULISTA";-;-;-;-;3;-;-;-;-;-;-;-;3
"350990 CANANEIA";2;13;176;47;-;-;-;-;-;-;-;-;238
"350995 CANAS";-;-;-;2;1;-;-;-;-;-;1;-;4
"351000 CANDIDO MOTA";6;4;20;34;20;1;-;-;4;1;-;1;91
"351010 CANDIDO RODRIGUES";1;1;1;1;2;-;-;-;-;-;1;-;7
"351015 CANITAR";1;1;-;-;-;-;-;-;-;-;-;-;2
"351020 CAPAO BONITO";2;-;-;1;-;-;-;-;-;-;-;-;3
"351030 CAPELA DO ALTO";-;-;-;-;-;-;-;1;1;-;1;-;3
"351040 CAPIVARI";3;8;30;45;26;4;1;3;1;-;-;1;122
"351050 CARAGUATATUBA";40;237;384;472;267;119;12;4;1;4;4;6;1550
"351060 CARAPICUIBA";2;9;35;41;17;3;-;-;-;1;1;2;111
"351070 CARDOSO";-;3;26;36;6;-;2;-;1;-;-;-;74
"351080 CASA BRANCA";1;1;12;18;35;3;-;1;-;1;1;-;73
"351090 CASSIA DOS COQUEIROS";-;1;1;-;-;-;-;-;-;-;-;-;2
"351100 CASTILHO";14;31;107;188;119;50;25;7;-;1;-;1;543
"351110 CATANDUVA";11;36;199;330;137;36;19;4;1;4;5;4;786
"351120 CATIGUA";-;2;3;10;9;1;-;-;-;-;-;-;25
"351130 CEDRAL";9;42;167;92;29;4;-;-;-;-;-;-;343
"351140 CERQUEIRA CESAR";-;-;-;1;-;-;-;-;-;-;-;-;1
"351150 CERQUILHO";-;2;4;3;-;1;1;-;-;-;-;-;11
"351160 CESARIO LANGE";-;-;-;1;-;-;-;-;-;-;-;-;1
"351170 CHARQUEADA";-;6;20;8;2;2;-;-;-;-;-;-;38
"351190 CLEMENTINA";2;2;4;4;10;3;1;2;-;-;-;-;28
"351200 COLINA";21;76;108;16;7;1;-;-;-;-;-;1;230
"351210 COLOMBIA";85;138;105;36;11;5;-;-;-;-;-;7;387
"351220 CONCHAL";2;15;181;242;156;3;-;1;-;-;-;-;600
"351230 CONCHAS";-;-;1;5;-;-;-;-;-;-;-;-;6
"351240 CORDEIROPOLIS";3;18;148;221;118;4;-;1;7;1;2;-;523
"351250 COROADOS";-;-;1;4;2;1;-;-;-;1;1;-;10
"351270 CORUMBATAI";-;1;1;-;-;-;-;-;-;-;-;-;2
"351280 COSMOPOLIS";1;12;74;108;27;8;1;-;1;2;1;-;235
"351290 COSMORAMA";-;1;16;15;4;2;-;-;-;1;-;-;39
"351300 COTIA";-;1;7;11;2;1;-;-;-;1;-;1;24
"351310 CRAVINHOS";5;14;82;135;72;3;1;-;-;-;-;-;312
"351320 CRISTAIS PAULISTA";1;3;3;4;2;-;-;-;-;-;2;-;15
"351330 CRUZALIA";-;-;1;2;-;-;-;1;-;-;-;-;4
"351340 CRUZEIRO";747;1172;2771;1493;172;11;2;3;3;4;6;21;6405
"351350 CUBATAO";184;742;2473;1689;335;53;6;3;1;2;12;18;5518
"351370 DESCALVADO";2;3;4;8;4;-;-;-;-;1;-;-;22
"351380 DIADEMA";5;15;22;14;4;-;1;2;-;-;-;1;64
"351385 DIRCE REIS";-;-;-;4;6;-;-;-;-;-;-;-;10
"351390 DIVINOLANDIA";-;-;-;2;1;-;-;-;-;-;-;-;3
"351400 DOBRADA";1;-;7;11;5;-;-;-;-;-;-;-;24
"351410 DOIS CORREGOS";-;1;10;4;1;-;-;-;-;-;-;-;16
"351420 DOLCINOPOLIS";-;2;1;1;5;3;2;-;-;-;-;-;14
"351430 DOURADO";-;-;-;6;2;-;-;-;-;-;-;-;8
"351440 DRACENA";15;47;61;75;57;9;3;1;2;1;-;2;273
"351450 DUARTINA";1;1;4;6;1;-;-;-;-;1;-;-;14
"351460 DUMONT";1;10;36;85;35;4;-;-;-;1;-;5;177
"351470 ECHAPORA";-;-;1;-;-;-;-;-;-;-;-;-;1
"351480 ELDORADO";19;132;140;1;-;-;-;-;-;-;-;-;292
"351490 ELIAS FAUSTO";-;-;6;59;37;2;-;-;-;-;-;-;104
"351492 ELISIARIO";-;-;1;2;1;-;-;-;-;-;-;-;4
"351495 EMBAUBA";-;-;1;4;6;-;-;-;-;-;-;-;11
"351500 EMBU DAS ARTES";7;2;34;49;13;4;-;-;-;1;-;-;110
"351512 EMILIANOPOLIS";23;11;1;4;1;2;-;1;-;1;-;-;44
"351515 ENGENHEIRO COELHO";4;35;147;264;50;2;-;-;-;-;-;-;502
"351518 ESPIRITO SANTO DO PINHAL";2;-;2;2;1;1;-;-;-;-;-;1;9
"351519 ESPIRITO SANTO DO TURVO";-;-;1;-;2;-;-;-;-;-;-;-;3
"351520 ESTRELA D'OESTE";3;10;16;23;55;39;2;-;1;-;-;-;149
"351530 ESTRELA DO NORTE";-;-;-;1;1;-;-;-;-;-;-;-;2
"351535 EUCLIDES DA CUNHA PAULISTA";3;6;4;14;2;-;-;-;-;1;-;1;31
"351540 FARTURA";-;-;-;-;2;-;-;-;-;-;-;-;2
"351550 FERNANDOPOLIS";42;183;674;490;295;87;21;9;7;1;-;5;1814
"351560 FERNANDO PRESTES";-;7;30;5;1;-;-;-;-;-;-;1;44
"351565 FERNAO";-;2;-;1;-;-;-;-;-;-;-;-;3
"351570 FERRAZ DE VASCONCELOS";-;1;4;1;-;-;5;-;-;-;-;1;12
"351580 FLORA RICA";-;1;2;23;29;2;-;1;-;-;-;-;58
"351590 FLOREAL";-;32;3;11;1;-;-;-;-;-;-;-;47
"351600 FLORIDA PAULISTA";1;10;20;5;6;3;-;-;1;-;-;-;46
"351610 FLORINIA";-;-;-;-;-;-;1;-;-;-;-;-;1
"351620 FRANCA";36;67;146;135;44;12;3;1;4;-;6;8;462
"351630 FRANCISCO MORATO";34;91;89;116;63;2;1;-;-;-;1;4;401
"351640 FRANCO DA ROCHA";30;64;152;165;130;20;1;1;-;1;3;1;568
"351650 GABRIEL MONTEIRO";-;2;7;1;-;-;-;-;-;-;-;-;10
"351660 GALIA";-;-;-;14;3;-;-;-;-;-;-;-;17
"351670 GARCA";-;4;13;5;1;-;2;-;-;-;-;-;25
"351680 GASTAO VIDIGAL";-;3;6;7;-;1;-;-;-;-;-;-;17
"351685 GAVIAO PEIXOTO";-;1;3;-;1;-;-;1;-;-;-;-;6
"351690 GENERAL SALGADO";3;5;15;22;11;4;-;-;-;-;-;-;60
"351700 GETULINA";1;3;65;24;5;-;-;-;-;-;1;-;99
"351710 GLICERIO";1;-;2;8;8;1;-;-;-;-;-;-;20
"351720 GUAICARA";1;-;6;11;10;1;-;-;-;-;-;1;30
"351730 GUAIMBE";-;-;-;-;4;1;-;-;-;-;-;-;5
"351740 GUAIRA";193;625;828;432;59;5;-;-;-;1;-;7;2150
"351750 GUAPIACU";4;12;44;47;23;3;1;1;-;-;-;1;136
"351770 GUARA";72;419;387;89;11;-;-;-;-;-;2;-;980
"351780 GUARACAI";9;11;25;30;11;3;1;-;-;-;3;2;95
"351790 GUARACI";11;49;48;3;7;3;-;-;-;1;-;-;122
"351800 GUARANI D'OESTE";5;2;9;5;2;2;-;-;-;-;-;-;25
"351810 GUARANTA";-;-;2;2;-;1;-;-;-;-;-;-;5
"351820 GUARARAPES";3;19;84;91;45;4;7;1;-;-;1;1;256
"351830 GUARAREMA";-;-;-;1;-;-;-;-;-;1;1;-;3
"351840 GUARATINGUETA";19;81;144;83;17;4;2;3;-;2;4;6;365
"351850 GUAREI";-;-;-;-;1;-;-;-;-;1;-;-;2
"351860 GUARIBA";1;1;19;81;55;7;2;-;-;-;-;-;166
"351870 GUARUJA";54;152;369;853;142;6;6;2;4;9;5;14;1616
"351880 GUARULHOS";31;215;854;935;422;60;20;12;5;4;6;12;2576
"351885 GUATAPARA";-;15;70;94;7;2;-;-;-;-;-;1;189
"351890 GUZOLANDIA";-;-;1;1;1;-;-;-;-;-;-;-;3
"351900 HERCULANDIA";67;57;7;8;2;-;-;-;-;-;-;1;142
"351905 HOLAMBRA";1;2;3;5;1;1;-;-;-;-;-;-;13
"351907 HORTOLANDIA";37;131;403;538;247;29;7;4;3;4;2;10;1415
"351910 IACANGA";1;-;3;8;5;-;-;-;1;-;-;-;18
"351920 IACRI";-;1;20;18;8;1;-;-;-;-;-;-;48
"351925 IARAS";-;-;2;2;1;-;-;-;-;-;-;-;5
"351930 IBATE";-;3;2;2;-;1;-;1;-;-;-;-;9
"351940 IBIRA";8;9;24;24;7;6;-;-;-;-;-;-;78
"351950 IBIRAREMA";3;19;46;30;1;-;-;-;-;1;-;-;100
"351960 IBITINGA";142;222;433;235;31;5;2;1;-;-;1;13;1085
"351970 IBIUNA";-;-;2;1;1;-;1;-;1;-;-;-;6
"351980 ICEM";3;29;110;-;-;-;-;-;-;-;-;-;142
"351990 IEPE";-;1;17;22;15;5;-;1;-;-;-;-;61
"352000 IGARACU DO TIETE";-;-;3;6;1;-;-;-;-;-;-;-;10
"352010 IGARAPAVA";77;78;41;1;-;1;-;-;-;-;2;15;215
"352030 IGUAPE";12;99;201;215;1;-;-;-;1;1;2;-;532
"352040 ILHABELA";6;67;512;469;111;34;10;9;3;4;2;6;1233
"352042 ILHA COMPRIDA";3;8;59;40;24;3;-;-;-;-;-;-;137
"352044 ILHA SOLTEIRA";41;226;447;218;84;22;2;2;-;-;-;3;1045
"352050 INDAIATUBA";10;17;180;312;193;19;4;1;-;1;1;3;741
"352060 INDIANA";3;1;7;13;3;-;-;-;-;-;-;-;27
"352070 INDIAPORA";1;1;4;19;10;6;1;-;-;-;1;-;43
"352080 INUBIA PAULISTA";-;1;7;3;-;-;-;-;-;-;-;-;11
"352090 IPAUSSU";-;-;2;1;-;-;1;-;-;-;-;-;4
"352100 IPERO";1;11;20;67;34;3;-;1;1;-;-;-;138
"352110 IPEUNA";-;-;7;20;11;7;7;1;3;1;2;-;59
"352115 IPIGUA";-;21;31;20;2;1;-;-;-;-;-;-;75
"352120 IPORANGA";1;4;28;16;-;-;-;-;-;-;-;-;49
"352130 IPUA";207;111;133;91;2;-;1;-;1;-;2;25;573
"352140 IRACEMAPOLIS";-;5;15;23;6;-;-;1;-;-;2;-;52
"352150 IRAPUA";1;4;35;10;3;1;-;1;-;-;-;-;55
"352160 IRAPURU";-;34;58;11;34;29;7;4;-;-;1;-;178
"352170 ITABERA";-;-;1;-;-;-;-;-;-;-;-;-;1
"352180 ITAI";-;-;1;-;-;-;-;-;-;-;-;-;1
"352190 ITAJOBI";-;-;2;9;11;1;1;-;-;-;-;-;24
"352200 ITAJU";-;-;-;1;1;-;-;-;-;1;-;-;3
"352210 ITANHAEM";2;5;41;99;37;5;6;-;-;1;-;3;199
"352215 ITAOCA";-;-;-;1;-;-;-;-;-;-;-;-;1
"352220 ITAPECERICA DA SERRA";1;2;4;13;-;-;-;2;-;-;-;1;23
"352230 ITAPETININGA";2;8;4;7;3;1;-;-;-;-;-;-;25
"352240 ITAPEVA";-;2;5;2;2;-;2;-;-;-;-;-;13
"352250 ITAPEVI";8;13;22;24;5;7;1;3;1;1;-;-;85
"352260 ITAPIRA";-;8;3;27;12;4;-;-;-;-;-;1;55
"352270 ITAPOLIS";1;4;59;118;98;11;-;2;-;1;-;-;294
"352290 ITAPUI";-;1;3;4;3;-;-;-;-;-;-;1;12
"352300 ITAPURA";33;34;36;32;6;1;3;2;1;3;19;17;187
"352310 ITAQUAQUECETUBA";2;9;11;23;15;2;1;-;-;1;-;-;64
"352320 ITARARE";1;-;1;-;1;-;-;-;-;-;-;-;3
"352330 ITARIRI";1;10;55;84;24;4;-;-;-;-;1;-;179
"352340 ITATIBA";11;4;16;12;3;-;3;2;-;-;3;3;57
"352360 ITIRAPINA";-;2;2;1;8;1;-;-;-;-;-;-;14
"352370 ITIRAPUA";-;-;4;1;-;-;-;-;-;-;-;-;5
"352380 ITOBI";-;-;-;2;-;-;-;-;-;-;-;-;2
"352390 ITU";24;54;208;215;63;7;1;1;10;18;65;43;709
"352400 ITUPEVA";1;1;4;5;1;1;1;1;-;-;-;1;16
"352410 ITUVERAVA";819;686;156;20;13;3;1;3;2;4;13;62;1782
"352420 JABORANDI";-;17;72;6;1;-;1;-;-;-;-;-;97
"352430 JABOTICABAL";80;161;384;244;31;5;-;3;2;2;-;2;914
"352440 JACAREI";4;8;32;66;30;6;6;-;1;1;-;4;158
"352450 JACI";11;55;29;3;-;-;-;-;-;-;-;-;98
"352460 JACUPIRANGA";875;788;309;15;-;-;-;-;1;4;3;54;2049
"352470 JAGUARIUNA";2;10;42;139;45;13;1;1;-;2;3;2;260
"352480 JALES";5;39;403;823;602;174;12;8;3;2;3;1;2075
"352500 JANDIRA";1;3;33;14;3;1;-;-;-;-;-;-;55
"352510 JARDINOPOLIS";21;153;560;664;124;4;1;2;1;-;2;1;1533
"352520 JARINU";-;-;3;2;-;1;1;-;-;1;-;-;8
"352530 JAU";7;25;112;243;176;9;-;-;-;1;3;31;607
"352540 JERIQUARA";-;1;8;6;3;-;-;-;-;-;-;-;18
"352550 JOANOPOLIS";-;-;1;-;-;-;-;-;-;-;-;-;1
"352560 JOAO RAMALHO";-;-;2;3;2;-;-;-;-;-;-;-;7
"352570 JOSE BONIFACIO";1;7;40;78;55;5;3;2;-;-;-;-;191
"352580 JULIO MESQUITA";-;1;-;-;-;-;-;-;-;-;-;-;1
"352585 JUMIRIM";3;2;1;1;3;-;1;-;-;-;-;-;11
"352590 JUNDIAI";17;43;115;155;75;20;6;5;6;3;6;5;456
"352600 JUNQUEIROPOLIS";2;17;36;48;37;3;2;1;2;2;-;-;150
"352610 JUQUIA";420;132;26;10;1;-;1;-;1;2;1;9;603
"352620 JUQUITIBA";-;-;-;-;-;1;-;-;-;-;-;-;1
"352640 LARANJAL PAULISTA";1;2;37;78;22;-;-;-;-;-;-;-;140
"352650 LAVINIA";-;10;15;3;3;-;-;-;-;-;-;-;31
"352660 LAVRINHAS";13;62;148;46;1;-;-;-;-;-;-;-;270
"352670 LEME";769;1600;1466;690;106;14;-;-;1;7;7;15;4675
"352680 LENCOIS PAULISTA";2;4;12;11;2;-;2;-;1;-;2;1;37
"352690 LIMEIRA";12;32;197;550;388;64;7;-;1;1;-;3;1255
"352700 LINDOIA";-;-;1;-;-;-;-;-;-;-;-;-;1
"352710 LINS";6;20;72;81;48;9;1;1;-;2;7;2;249
"352720 LORENA";10;39;87;80;23;3;2;-;2;-;2;3;251
"352725 LOURDES";-;-;-;-;3;-;-;-;-;-;-;-;3
"352730 LOUVEIRA";2;2;10;15;4;-;-;-;1;-;-;-;34
"352740 LUCELIA";6;14;56;53;21;17;4;5;-;-;-;-;176
"352750 LUCIANOPOLIS";-;-;-;1;-;-;-;-;-;-;-;-;1
"352760 LUIS ANTONIO";10;13;47;55;10;1;-;-;-;-;-;1;137
"352770 LUIZIANIA";-;-;2;4;3;-;-;-;-;-;-;-;9
"352780 LUPERCIO";-;-;-;1;-;-;-;-;-;-;-;-;1
"352790 LUTECIA";-;1;8;8;-;-;-;-;-;-;-;-;17
"352800 MACATUBA";2;2;16;7;3;-;-;-;-;1;-;-;31
"352810 MACAUBAL";-;4;9;22;9;1;-;-;-;-;-;-;45
"352820 MACEDONIA";-;2;8;17;29;9;14;6;1;11;2;9;108
"352830 MAGDA";-;1;4;3;1;-;-;-;-;-;-;-;9
"352840 MAIRINQUE";4;-;3;1;2;-;-;-;-;-;-;-;10
"352850 MAIRIPORA";1;-;3;3;2;1;-;-;-;1;6;5;22
"352860 MANDURI";-;-;1;-;1;-;-;-;-;-;-;-;2
"352870 MARABA PAULISTA";2;1;2;5;2;5;2;-;-;-;-;-;19
"352880 MARACAI";-;3;9;2;2;-;-;-;-;-;-;-;16
"352885 MARAPOAMA";-;-;-;-;1;-;-;-;-;-;-;-;1
"352890 MARIAPOLIS";-;3;8;2;2;-;-;-;-;-;-;-;15
"352900 MARILIA";13;43;109;170;127;29;15;3;2;-;4;3;518
"352910 MARINOPOLIS";-;1;6;12;1;-;-;-;-;-;-;-;20
"352920 MARTINOPOLIS";4;10;25;18;5;-;-;-;-;-;-;-;62
"352930 MATAO";6;93;407;463;104;9;1;3;1;1;-;-;1088
"352940 MAUA";5;1;7;5;2;1;-;-;-;-;-;1;22
"352950 MENDONCA";4;15;95;40;13;4;-;-;-;-;-;1;172
"352960 MERIDIANO";-;2;9;38;54;2;-;-;-;-;-;-;105
"352965 MESOPOLIS";-;-;1;4;10;-;3;-;-;-;-;-;18
"352970 MIGUELOPOLIS";90;31;2;2;2;-;-;-;-;2;1;7;137
"352980 MINEIROS DO TIETE";-;-;-;3;3;1;-;-;-;-;-;-;7
"352990 MIRACATU";5;26;144;138;29;11;-;-;-;-;-;-;353
"353000 MIRA ESTRELA";26;76;10;-;2;3;-;-;-;2;1;-;120
"353010 MIRANDOPOLIS";10;22;76;80;57;14;7;2;2;1;3;4;278
"353020 MIRANTE DO PARANAPANEMA";7;8;38;28;11;4;-;-;7;6;-;1;110
"353030 MIRASSOL";200;429;602;135;19;4;5;-;-;-;1;25;1420
"353040 MIRASSOLANDIA";4;19;53;45;3;5;-;-;-;-;-;-;129
"353050 MOCOCA";8;94;207;220;54;5;-;-;-;-;-;1;589
"353060 MOGI DAS CRUZES";4;1;14;5;2;-;1;-;1;-;-;-;28
"353070 MOGI GUACU";7;19;60;101;72;24;10;5;6;23;2;2;331
"353080 MOGI MIRIM";3;5;20;65;36;13;6;4;1;2;2;-;157
"353090 MOMBUCA";1;20;56;2;-;-;-;-;-;-;-;-;79
"353100 MONCOES";1;2;2;17;7;1;-;-;-;-;-;-;30
"353110 MONGAGUA";1;6;98;96;13;2;-;-;-;-;-;-;216
"353120 MONTE ALEGRE DO SUL";1;-;-;-;-;-;-;-;-;-;-;-;1
"353130 MONTE ALTO";2;12;37;55;23;2;-;2;1;1;1;1;137
"353140 MONTE APRAZIVEL";3;21;79;80;33;6;2;-;2;1;-;-;227
"353150 MONTE AZUL PAULISTA";22;64;149;127;50;7;4;2;1;-;-;1;427
"353160 MONTE CASTELO";-;1;9;1;1;3;1;-;-;-;-;-;16
"353180 MONTE MOR";3;5;15;35;17;4;1;-;-;-;-;-;80
"353190 MORRO AGUDO";289;592;565;83;18;4;-;-;2;2;3;27;1585
"353200 MORUNGABA";-;-;2;1;-;-;1;-;-;-;-;-;4
"353205 MOTUCA";-;-;1;2;2;1;-;-;-;-;-;-;6
"353210 MURUTINGA DO SUL";3;18;21;8;8;1;-;-;-;-;-;-;59
"353215 NANTES";-;-;-;1;2;-;-;-;-;-;1;-;4
"353220 NARANDIBA";1;1;-;10;1;-;-;-;-;-;1;-;14
"353250 NEVES PAULISTA";2;17;75;77;42;9;-;-;-;-;1;-;223
"353260 NHANDEARA";1;-;4;3;8;1;-;-;-;-;-;-;17
"353270 NIPOA";-;-;21;12;-;-;-;-;-;-;-;1;34
"353280 NOVA ALIANCA";6;20;72;82;31;19;5;9;-;-;-;-;244
"353282 NOVA CAMPINA";-;-;-;1;-;-;-;-;-;-;-;-;1
"353284 NOVA CANAA PAULISTA";-;-;1;2;1;2;1;-;-;-;-;-;7
"353290 NOVA EUROPA";2;19;82;34;2;-;-;-;-;-;1;-;140
"353300 NOVA GRANADA";1;5;39;63;31;2;1;-;-;-;-;-;142
"353310 NOVA GUATAPORANGA";-;1;-;-;-;1;-;-;-;-;-;-;2
