DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - São Paulo
Casos Prováveis por Município de notificação e Mês 1º Sintoma(s)
Período:2013
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"353320 NOVA INDEPENDENCIA";2;6;19;23;18;1;-;-;-;-;-;-;69
"353325 NOVAIS";1;2;1;1;-;-;-;-;-;-;-;-;5
"353330 NOVA LUZITANIA";-;-;5;1;1;-;-;-;-;-;-;-;7
"353340 NOVA ODESSA";3;11;22;83;43;4;7;-;-;-;-;1;174
"353350 NOVO HORIZONTE";2;-;10;24;14;1;1;1;2;-;-;1;56
"353360 NUPORANGA";1;8;51;34;5;-;-;-;-;-;-;-;99
"353370 OCAUCU";-;1;-;3;-;1;-;-;-;-;-;-;5
"353380 OLEO";-;-;-;1;-;-;-;-;-;-;-;2;3
"353390 OLIMPIA";13;40;222;247;112;9;-;-;2;1;-;2;648
"353400 ONDA VERDE";-;3;6;5;7;3;1;-;-;-;-;-;25
"353410 ORIENTE";2;-;3;3;-;-;-;-;-;-;-;-;8
"353420 ORINDIUVA";5;5;5;3;4;1;-;-;-;-;-;-;23
"353430 ORLANDIA";18;64;213;191;32;5;2;-;1;-;-;2;528
"353440 OSASCO";17;19;60;86;47;8;3;-;1;1;5;2;249
"353450 OSCAR BRESSANE";-;1;1;2;-;-;-;-;-;-;-;-;4
"353460 OSVALDO CRUZ";4;120;666;401;25;4;1;1;-;-;-;-;1222
"353470 OURINHOS";9;22;20;45;14;2;-;-;-;-;-;-;112
"353475 OUROESTE";2;1;29;38;33;1;-;-;-;-;-;-;104
"353480 OURO VERDE";1;1;12;10;8;4;1;-;-;-;-;1;38
"353490 PACAEMBU";1;42;55;14;16;16;2;-;-;-;-;-;146
"353500 PALESTINA";-;4;11;9;3;2;-;-;-;-;-;-;29
"353510 PALMARES PAULISTA";3;6;26;58;18;2;3;-;-;-;-;-;116
"353520 PALMEIRA D'OESTE";2;5;5;12;10;-;1;-;-;-;1;-;36
"353530 PALMITAL";1;8;2;9;5;-;-;1;-;-;-;-;26
"353540 PANORAMA";-;10;38;94;66;10;-;1;-;-;-;-;219
"353550 PARAGUACU PAULISTA";9;227;573;416;26;2;-;-;-;1;1;1;1256
"353570 PARAISO";-;-;4;7;5;-;1;-;-;-;-;-;17
"353590 PARANAPUA";-;-;-;2;2;1;-;-;1;-;-;-;6
"353600 PARAPUA";43;38;61;43;37;12;-;1;-;-;-;5;240
"353610 PARDINHO";-;1;-;-;-;-;-;-;-;-;-;-;1
"353620 PARIQUERA-ACU";105;227;427;260;44;9;-;1;-;1;1;-;1075
"353625 PARISI";-;-;1;2;-;-;-;-;-;-;-;-;3
"353630 PATROCINIO PAULISTA";1;3;7;13;7;2;-;-;-;-;-;-;33
"353640 PAULICEIA";1;2;1;9;14;4;-;2;-;-;-;-;33
"353650 PAULINIA";9;11;146;310;157;131;18;2;4;5;4;7;804
"353660 PAULO DE FARIA";-;12;24;27;2;1;1;2;1;-;-;-;70
"353670 PEDERNEIRAS";3;5;19;55;20;3;-;-;1;-;1;-;107
"353690 PEDRANOPOLIS";-;3;26;32;2;-;-;-;-;-;-;-;63
"353700 PEDREGULHO";7;10;6;5;2;-;-;-;-;-;-;2;32
"353710 PEDREIRA";1;3;11;34;19;9;3;-;-;-;1;3;84
"353715 PEDRINHAS PAULISTA";-;2;6;8;4;-;-;-;-;-;-;-;20
"353720 PEDRO DE TOLEDO";3;59;142;72;20;5;-;-;-;-;-;-;301
"353730 PENAPOLIS";6;30;105;127;93;41;8;3;1;-;1;-;415
"353740 PEREIRA BARRETO";51;110;120;70;9;1;-;-;-;-;-;3;364
"353760 PERUIBE";7;84;429;443;44;10;5;1;2;1;1;1;1028
"353770 PIACATU";1;-;1;-;-;1;-;-;-;-;-;-;3
"353780 PIEDADE";-;2;-;6;-;1;2;-;-;-;1;-;12
"353790 PILAR DO SUL";1;-;1;1;1;-;-;-;-;-;-;-;4
"353800 PINDAMONHANGABA";46;140;258;181;70;9;4;-;-;-;5;3;716
"353810 PINDORAMA";3;6;59;62;24;3;2;1;-;-;-;1;161
"353820 PINHALZINHO";-;-;-;-;-;-;-;-;-;-;-;1;1
"353850 PIQUETE";4;9;15;27;9;-;-;-;-;-;-;-;64
"353860 PIRACAIA";-;-;4;-;-;-;-;-;-;-;-;-;4
"353870 PIRACICABA";34;169;847;1079;530;82;19;2;7;7;13;8;2797
"353880 PIRAJU";-;1;-;1;-;-;-;-;-;-;-;-;2
"353890 PIRAJUI";1;22;57;165;52;8;1;1;-;-;-;-;307
"353900 PIRANGI";1;10;20;10;15;2;3;-;-;-;-;-;61
"353910 PIRAPORA DO BOM JESUS";-;-;2;3;-;-;-;-;-;-;-;-;5
"353920 PIRAPOZINHO";3;11;5;8;2;-;-;-;-;-;-;4;33
"353930 PIRASSUNUNGA";9;13;47;68;66;13;4;1;-;-;1;4;226
"353940 PIRATININGA";3;7;33;24;8;-;-;-;-;-;1;1;77
"353950 PITANGUEIRAS";288;147;112;100;31;-;-;-;-;-;-;16;694
"353960 PLANALTO";-;10;87;165;33;1;5;1;-;-;-;-;302
"353970 PLATINA";-;-;2;24;2;-;-;-;-;-;-;-;28
"353980 POA";-;1;1;-;1;-;-;-;-;-;-;-;3
"353990 POLONI";-;1;-;6;3;2;-;-;-;-;-;-;12
"354000 POMPEIA";17;41;11;8;14;2;-;-;1;-;-;-;94
"354010 PONGAI";-;-;3;9;1;-;-;-;-;-;-;-;13
"354020 PONTAL";26;62;121;164;93;15;4;-;-;-;-;3;488
"354025 PONTALINDA";7;1;5;9;6;-;1;-;-;-;-;1;30
"354030 PONTES GESTAL";4;3;142;42;18;10;2;-;1;3;-;1;226
"354040 POPULINA";-;31;62;31;7;-;-;-;-;-;-;-;131
"354050 PORANGABA";-;-;-;-;1;-;-;-;-;-;-;-;1
"354060 PORTO FELIZ";2;-;2;10;3;-;-;-;2;-;-;2;21
"354070 PORTO FERREIRA";1;6;41;65;19;5;1;-;-;-;-;-;138
"354075 POTIM";1;5;7;20;10;-;-;1;1;2;2;2;51
"354080 POTIRENDABA";1;2;8;20;21;8;1;-;-;-;-;1;62
"354085 PRACINHA";-;-;-;1;9;2;-;-;-;-;-;-;12
"354090 PRADOPOLIS";3;5;10;22;11;1;2;-;-;-;-;-;54
"354100 PRAIA GRANDE";149;1396;3478;3215;283;14;5;-;-;-;3;7;8550
"354105 PRATANIA";-;-;1;-;-;-;-;-;-;-;-;-;1
"354110 PRESIDENTE ALVES";4;20;21;-;-;-;-;-;-;-;-;-;45
"354120 PRESIDENTE BERNARDES";4;11;8;6;3;1;-;-;1;-;-;1;35
"354130 PRESIDENTE EPITACIO";237;178;190;72;21;4;1;-;-;1;-;25;729
"354140 PRESIDENTE PRUDENTE";186;516;1162;1057;698;201;61;15;2;4;4;13;3919
"354150 PRESIDENTE VENCESLAU";20;62;168;90;34;21;3;-;-;-;2;2;402
"354160 PROMISSAO";-;10;11;20;11;3;1;-;-;-;1;-;57
"354170 QUATA";1;5;14;11;5;1;3;-;-;-;2;-;42
"354180 QUEIROZ";1;1;1;-;-;-;2;-;-;1;-;-;6
"354190 QUELUZ";3;87;180;156;19;1;-;-;-;-;-;1;447
"354200 QUINTANA";-;2;-;2;2;-;-;-;-;-;-;-;6
"354210 RAFARD";-;-;-;2;1;-;-;-;-;-;-;-;3
"354220 RANCHARIA";3;31;100;30;5;4;1;2;1;1;2;1;181
"354240 REGENTE FEIJO";3;12;44;25;8;3;2;2;-;-;1;-;100
"354250 REGINOPOLIS";-;-;-;2;2;1;-;-;-;-;1;-;6
"354260 REGISTRO";108;363;1219;648;96;7;2;6;1;3;4;6;2463
"354270 RESTINGA";1;2;5;3;4;2;-;-;-;-;-;-;17
"354280 RIBEIRA";-;-;-;-;1;-;-;-;-;-;-;-;1
"354290 RIBEIRAO BONITO";1;-;4;3;3;4;-;-;-;-;-;-;15
"354310 RIBEIRAO CORRENTE";-;1;3;8;3;1;1;-;-;-;-;1;18
"354320 RIBEIRAO DO SUL";-;6;28;7;-;-;-;-;-;-;-;-;41
"354323 RIBEIRAO DOS INDIOS";-;1;2;12;1;-;-;-;-;-;-;-;16
"354330 RIBEIRAO PIRES";5;4;7;3;2;-;-;-;-;1;2;-;24
"354340 RIBEIRAO PRETO";402;1477;4682;5092;1659;276;44;26;24;18;18;47;13765
"354360 RIFAINA";12;51;13;7;2;-;1;-;-;-;-;-;86
"354370 RINCAO";1;3;34;79;20;3;-;-;-;-;1;1;142
"354380 RINOPOLIS";2;2;42;22;2;-;-;-;-;-;-;-;70
"354390 RIO CLARO";9;34;290;438;251;78;17;4;6;3;3;2;1135
"354400 RIO DAS PEDRAS";1;4;19;44;27;7;-;-;-;-;-;-;102
"354410 RIO GRANDE DA SERRA";-;-;-;-;1;-;-;-;-;-;-;-;1
"354420 RIOLANDIA";2;13;26;31;9;3;2;7;1;-;1;-;95
"354425 ROSANA";9;34;55;48;14;4;2;-;1;-;-;-;167
"354430 ROSEIRA";-;3;11;2;1;-;-;-;-;-;-;-;17
"354440 RUBIACEA";-;2;1;4;3;2;1;-;-;-;-;-;13
"354450 RUBINEIA";-;-;4;22;19;2;-;1;-;-;1;1;50
"354470 SAGRES";-;1;2;20;29;-;-;2;-;-;-;-;54
"354480 SALES";-;-;10;10;-;-;-;-;-;1;-;-;21
"354490 SALES OLIVEIRA";5;39;121;144;32;-;-;2;-;-;-;-;343
"354500 SALESOPOLIS";-;-;1;-;-;-;-;-;-;-;2;-;3
"354510 SALMOURAO";3;6;13;14;1;1;-;-;1;-;-;-;39
"354515 SALTINHO";-;1;4;7;-;-;-;-;-;-;-;-;12
"354520 SALTO";14;17;37;41;15;2;-;3;4;-;2;4;139
"354530 SALTO DE PIRAPORA";-;2;14;5;9;-;-;-;3;2;-;-;35
"354540 SALTO GRANDE";-;1;9;4;1;1;-;-;-;-;1;-;17
"354550 SANDOVALINA";-;-;1;1;6;19;1;1;-;3;-;-;32
"354560 SANTA ADELIA";-;4;46;36;10;3;2;-;-;1;-;-;102
"354570 SANTA ALBERTINA";-;6;9;14;26;6;1;1;-;-;1;-;64
"354580 SANTA BARBARA D'OESTE";12;9;47;174;115;35;7;5;3;7;11;4;429
"354600 SANTA BRANCA";-;-;-;3;-;-;-;-;-;-;-;-;3
"354610 SANTA CLARA D'OESTE";-;1;7;4;1;-;-;1;-;-;-;-;14
"354620 SANTA CRUZ DA CONCEICAO";3;7;14;10;3;-;-;-;-;1;-;-;38
"354625 SANTA CRUZ DA ESPERANCA";-;-;-;3;1;-;-;-;-;-;-;-;4
"354630 SANTA CRUZ DAS PALMEIRAS";-;1;11;7;5;1;-;-;-;-;-;-;25
"354640 SANTA CRUZ DO RIO PARDO";1;1;12;16;3;1;1;-;-;-;-;1;36
"354650 SANTA ERNESTINA";-;1;20;10;-;-;-;-;-;-;-;-;31
"354660 SANTA FE DO SUL";5;25;113;205;124;28;8;8;-;8;5;3;532
"354670 SANTA GERTRUDES";2;21;195;325;135;28;3;-;-;1;1;-;711
"354680 SANTA ISABEL";-;1;1;-;-;-;-;-;-;-;1;2;5
"354690 SANTA LUCIA";-;-;3;3;-;-;-;-;-;-;-;-;6
"354700 SANTA MARIA DA SERRA";-;-;-;9;14;1;-;-;-;-;-;-;24
"354710 SANTA MERCEDES";-;-;1;1;1;-;-;-;1;-;-;-;4
"354720 SANTANA DA PONTE PENSA";-;-;1;-;-;2;-;-;-;-;-;-;3
"354730 SANTANA DE PARNAIBA";4;2;20;16;8;2;-;-;-;-;-;-;52
"354740 SANTA RITA D'OESTE";1;1;25;13;-;2;-;-;-;-;-;-;42
"354750 SANTA RITA DO PASSA QUATRO";2;4;12;12;5;-;-;-;-;-;-;1;36
"354760 SANTA ROSA DE VITERBO";1;19;30;52;25;3;2;1;1;1;2;1;138
"354765 SANTA SALETE";-;-;1;3;5;2;2;-;-;-;-;-;13
"354770 SANTO ANASTACIO";6;39;115;166;102;27;4;8;10;5;9;4;495
"354780 SANTO ANDRE";37;30;58;58;32;14;3;2;4;1;1;9;249
"354790 SANTO ANTONIO DA ALEGRIA";-;-;2;2;1;-;-;-;-;-;-;-;5
"354800 SANTO ANTONIO DE POSSE";2;13;12;14;8;-;1;-;-;-;2;-;52
"354805 SANTO ANTONIO DO ARACANGUA";-;4;12;2;3;-;-;-;-;-;-;-;21
"354830 SANTO EXPEDITO";-;-;1;5;1;-;-;-;-;-;-;-;7
"354840 SANTOPOLIS DO AGUAPEI";-;1;8;36;8;4;-;1;1;-;-;-;59
"354850 SANTOS";337;2068;7246;3655;498;67;15;7;13;6;18;32;13962
"354860 SAO BENTO DO SAPUCAI";-;-;-;2;1;-;-;-;-;-;-;-;3
"354870 SAO BERNARDO DO CAMPO";34;21;58;78;31;5;3;3;1;2;1;3;240
"354880 SAO CAETANO DO SUL";5;7;9;15;7;-;3;-;-;1;-;-;47
"354890 SAO CARLOS";13;29;84;126;60;33;4;4;-;2;2;1;358
"354900 SAO FRANCISCO";3;10;11;40;11;9;2;-;-;-;-;-;86
"354910 SAO JOAO DA BOA VISTA";3;3;14;19;11;8;2;1;-;-;-;-;61
"354920 SAO JOAO DAS DUAS PONTES";-;-;-;6;4;2;-;-;-;1;1;-;14
"354925 SAO JOAO DE IRACEMA";-;1;3;1;2;-;-;-;-;-;-;-;7
"354930 SAO JOAO DO PAU D'ALHO";-;-;1;-;-;-;-;-;-;-;-;-;1
"354940 SAO JOAQUIM DA BARRA";29;157;625;277;28;7;1;-;-;-;-;3;1127
"354950 SAO JOSE DA BELA VISTA";-;30;17;-;-;-;-;-;-;-;-;-;47
"354960 SAO JOSE DO BARREIRO";-;-;2;-;-;-;-;-;-;-;-;1;3
"354970 SAO JOSE DO RIO PARDO";2;8;83;175;69;8;-;-;-;1;-;1;347
"354980 SAO JOSE DO RIO PRETO";494;2241;7705;6522;2134;354;62;24;17;24;52;24;19653
"354990 SAO JOSE DOS CAMPOS";62;104;296;228;95;35;7;20;21;8;5;21;902
"354995 SAO LOURENCO DA SERRA";-;-;4;2;-;-;-;-;-;-;-;-;6
"355000 SAO LUIS DO PARAITINGA";-;-;-;1;2;-;-;-;-;-;1;1;5
"355010 SAO MANUEL";-;-;1;2;2;-;-;-;-;-;-;-;5
"355020 SAO MIGUEL ARCANJO";-;1;-;2;-;-;-;-;-;-;-;-;3
"355030 SAO PAULO";357;494;1442;1682;664;175;98;55;41;52;70;109;5239
"355040 SAO PEDRO";1;4;59;69;15;5;-;-;1;1;-;-;155
"355050 SAO PEDRO DO TURVO";1;2;5;11;9;1;1;-;-;-;-;-;30
"355060 SAO ROQUE";1;7;8;9;4;2;-;-;-;-;1;1;33
"355070 SAO SEBASTIAO";23;86;167;273;231;103;46;13;2;6;2;2;954
"355080 SAO SEBASTIAO DA GRAMA";-;-;-;1;1;-;-;-;-;-;-;-;2
"355090 SAO SIMAO";25;98;156;12;21;-;-;-;-;-;-;2;314
"355100 SAO VICENTE";33;210;751;755;381;138;1;-;3;1;4;2;2279
"355110 SARAPUI";-;-;1;-;2;-;-;-;-;-;-;-;3
"355130 SEBASTIANOPOLIS DO SUL";-;-;-;6;1;-;1;-;-;-;-;-;8
"355140 SERRA AZUL";4;9;47;32;10;4;-;-;-;-;-;4;110
"355150 SERRANA";30;114;276;57;22;2;3;8;6;2;5;-;525
"355160 SERRA NEGRA";1;-;1;-;-;-;-;-;-;-;-;-;2
"355170 SERTAOZINHO";16;36;125;213;167;26;1;-;1;1;1;1;588
"355180 SETE BARRAS";1;100;150;14;-;-;-;1;-;-;-;-;266
"355190 SEVERINIA";36;75;54;30;3;7;-;-;-;-;-;-;205
"355200 SILVEIRAS";-;1;3;1;-;-;-;-;-;-;-;-;5
"355210 SOCORRO";-;1;-;1;-;-;-;1;-;-;-;1;4
"355220 SOROCABA";108;200;290;411;171;46;12;17;8;15;22;25;1325
"355230 SUD MENNUCCI";2;20;46;54;21;4;-;-;-;-;-;-;147
"355240 SUMARE";16;72;401;1043;441;59;12;7;11;7;13;24;2106
"355250 SUZANO";2;3;5;10;2;-;-;-;-;-;-;-;22
"355255 SUZANAPOLIS";2;2;5;2;1;1;-;-;-;-;-;1;14
"355260 TABAPUA";1;4;13;47;20;3;2;-;-;-;-;-;90
"355270 TABATINGA";2;11;43;39;13;1;-;-;-;-;-;-;109
"355280 TABOAO DA SERRA";8;10;23;19;13;3;4;-;1;-;-;-;81
"355290 TACIBA";-;8;75;12;1;4;2;-;-;-;-;-;102
"355310 TAIACU";24;64;-;2;1;-;-;-;-;-;-;1;92
"355320 TAIUVA";1;4;14;57;14;-;5;1;-;-;-;-;96
"355330 TAMBAU";-;3;32;30;6;2;2;1;-;-;-;1;77
"355340 TANABI";10;23;120;146;74;30;10;2;1;2;-;2;420
"355350 TAPIRAI";2;2;-;-;-;1;-;-;-;-;-;-;5
"355360 TAPIRATIBA";-;1;31;99;22;1;2;-;-;-;-;-;156
"355365 TAQUARAL";1;1;2;18;4;-;-;-;-;1;-;-;27
"355370 TAQUARITINGA";17;66;359;322;114;25;7;-;-;1;-;-;911
"355380 TAQUARITUBA";-;-;1;-;-;-;-;-;-;-;-;-;1
"355385 TAQUARIVAI";-;-;-;1;-;-;-;-;-;-;-;-;1
"355390 TARABAI";-;2;2;2;1;-;-;-;-;-;-;-;7
"355395 TARUMA";-;3;11;11;5;1;3;1;-;-;2;3;40
"355400 TATUI";-;5;11;9;3;1;2;-;-;-;3;-;34
"355410 TAUBATE";27;57;194;208;72;34;3;4;3;1;7;17;627
"355430 TEODORO SAMPAIO";10;12;17;41;30;3;-;1;-;-;-;-;114
"355440 TERRA ROXA";4;31;21;-;-;1;-;-;-;-;-;-;57
"355450 TIETE";4;1;14;19;9;1;-;-;1;-;-;-;49
"355470 TORRINHA";1;-;-;-;1;-;-;-;-;-;-;-;2
"355475 TRABIJU";-;1;1;3;1;-;-;-;-;-;-;-;6
"355480 TREMEMBE";-;6;12;22;12;-;1;-;-;-;-;-;53
"355490 TRES FRONTEIRAS";-;1;5;4;6;5;-;-;-;-;-;-;21
"355500 TUPA";21;90;583;631;706;286;54;16;9;4;-;-;2400
"355510 TUPI PAULISTA";2;24;54;17;13;2;1;1;-;-;-;-;114
"355520 TURIUBA";1;1;2;10;6;1;-;-;-;-;-;-;21
"355530 TURMALINA";-;-;1;20;14;1;-;-;-;-;1;1;38
"355535 UBARANA";3;5;2;1;-;-;-;-;-;-;-;-;11
"355540 UBATUBA";10;79;345;328;246;97;16;5;1;4;2;10;1143
"355550 UBIRAJARA";-;-;6;7;-;-;-;-;-;-;-;-;13
"355560 UCHOA";9;19;57;42;10;4;2;1;-;1;-;1;146
"355570 UNIAO PAULISTA";-;-;2;2;-;1;-;-;-;-;-;-;5
"355580 URANIA";1;3;8;6;4;4;2;-;-;-;-;-;28
"355590 URU";-;-;10;13;-;-;-;-;-;-;-;-;23
"355600 URUPES";2;2;4;6;14;4;1;-;-;-;-;-;33
"355610 VALENTIM GENTIL";2;5;16;42;37;10;3;-;-;2;1;-;118
"355620 VALINHOS";1;8;18;30;16;3;1;-;2;5;2;3;89
"355630 VALPARAISO";3;5;21;25;12;-;1;-;-;-;-;-;67
"355635 VARGEM";-;-;-;-;-;-;-;-;-;-;-;1;1
"355640 VARGEM GRANDE DO SUL";2;21;247;197;30;1;1;-;-;1;1;3;504
"355645 VARGEM GRANDE PAULISTA";-;1;-;2;-;-;-;-;-;1;-;-;4
"355650 VARZEA PAULISTA";2;1;4;7;3;2;-;-;-;-;-;-;19
"355660 VERA CRUZ";-;2;9;15;10;-;-;-;-;-;-;-;36
"355670 VINHEDO";3;15;32;30;14;6;2;-;-;2;2;1;107
"355680 VIRADOURO";2;4;31;34;29;1;-;-;-;-;1;-;102
"355690 VISTA ALEGRE DO ALTO";-;9;50;65;19;4;1;-;-;-;-;-;148
"355695 VITORIA BRASIL";-;-;2;26;26;4;-;-;1;-;1;-;60
"355700 VOTORANTIM";7;22;67;104;61;4;3;2;5;-;-;2;277
"355710 VOTUPORANGA";14;42;221;410;427;183;63;20;21;30;19;13;1463
"355715 ZACARIAS";2;2;2;6;6;1;1;-;-;-;-;-;20
"355720 CHAVANTES";-;-;1;3;-;-;-;-;-;1;-;1;6
"355730 ESTIVA GERBI";-;-;-;4;2;-;-;-;-;-;-;-;6
"Total";13329;31125;74882;67095;25667;5714;1378;639;490;556;777;1432;223084
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados,
   pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG)
   em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico.
   A partir de 2013, deve-se incluir, além dos casos graves, aqueles com classificação final dengue.
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
