DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - São Paulo
Casos Prováveis por Município de notificação e Mês 1º Sintoma(s)
Período:2020
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"353240 NAZARE PAULISTA";-;-;-;2;-;-;-;-;-;-;-;-;2
"353250 NEVES PAULISTA";5;1;-;2;1;1;-;-;-;-;-;-;10
"353260 NHANDEARA";42;97;133;230;111;28;15;8;-;4;1;5;674
"353270 NIPOA";9;7;4;-;-;-;-;-;-;-;-;1;21
"353280 NOVA ALIANCA";-;1;1;-;3;-;-;1;-;-;-;-;6
"353284 NOVA CANAA PAULISTA";-;1;1;-;-;-;-;-;-;-;-;-;2
"353286 NOVA CASTILHO";2;9;5;12;4;-;-;-;-;-;-;-;32
"353290 NOVA EUROPA";6;10;23;11;-;-;-;1;1;3;2;3;60
"353300 NOVA GRANADA";13;21;18;52;32;9;4;-;-;1;1;-;151
"353310 NOVA GUATAPORANGA";1;1;25;23;8;3;1;-;-;-;-;-;62
"353320 NOVA INDEPENDENCIA";-;1;8;2;10;3;5;3;-;-;1;-;33
"353325 NOVAIS";141;35;-;-;-;-;-;1;-;-;-;2;179
"353330 NOVA LUZITANIA";2;6;42;28;28;15;2;-;-;-;-;-;123
"353340 NOVA ODESSA";4;86;91;69;37;20;7;2;1;2;1;2;322
"353350 NOVO HORIZONTE";21;69;71;102;56;26;10;8;2;2;2;-;369
"353360 NUPORANGA";-;6;5;17;11;5;1;-;-;-;-;-;45
"353370 OCAUCU";-;-;7;2;3;1;-;-;-;-;-;-;13
"353380 OLEO";-;1;-;-;-;-;-;-;-;-;-;-;1
"353390 OLIMPIA";9;19;13;11;4;1;4;2;-;1;-;1;65
"353400 ONDA VERDE";7;27;39;18;15;-;-;-;-;-;1;-;107
"353410 ORIENTE";2;5;23;39;34;5;2;2;18;23;14;27;194
"353420 ORINDIUVA";1;1;1;-;-;-;-;-;-;-;-;-;3
"353430 ORLANDIA";5;8;14;15;6;6;3;2;-;-;-;1;60
"353440 OSASCO";40;78;43;24;4;9;-;1;2;3;4;1;209
"353450 OSCAR BRESSANE";1;-;-;3;2;-;1;1;-;-;-;-;8
"353460 OSVALDO CRUZ";337;279;233;63;23;4;4;1;-;-;1;16;961
"353470 OURINHOS";155;261;407;523;228;38;12;-;4;12;5;10;1655
"353475 OUROESTE";29;67;18;9;6;2;7;1;-;-;1;1;141
"353480 OURO VERDE";231;323;76;26;9;2;-;-;-;-;-;3;670
"353490 PACAEMBU";15;42;60;61;33;18;4;-;-;-;-;-;233
"353500 PALESTINA";2;7;9;5;-;6;2;1;1;-;-;-;33
"353510 PALMARES PAULISTA";180;293;133;37;34;9;-;1;-;2;-;4;693
"353520 PALMEIRA D'OESTE";4;12;14;5;23;6;6;-;-;-;-;-;70
"353530 PALMITAL";274;581;409;176;54;5;1;-;1;-;-;3;1504
"353540 PANORAMA";31;156;206;171;60;15;3;4;2;11;20;14;693
"353550 PARAGUACU PAULISTA";55;173;127;135;68;9;7;-;2;3;8;9;596
"353560 PARAIBUNA";-;2;-;-;-;-;-;-;-;2;1;1;6
"353570 PARAISO";8;10;13;9;16;3;-;-;-;-;-;-;59
"353580 PARANAPANEMA";-;-;4;2;-;-;-;-;-;-;-;-;6
"353590 PARANAPUA";1;7;5;2;-;-;-;1;-;-;-;1;17
"353600 PARAPUA";444;313;60;14;17;2;-;1;2;-;1;35;889
"353620 PARIQUERA-ACU";30;72;115;128;70;8;2;2;1;1;3;2;434
"353625 PARISI";151;82;9;2;1;-;-;-;-;-;-;12;257
"353630 PATROCINIO PAULISTA";2;3;3;-;-;-;-;-;-;-;-;-;8
"353640 PAULICEIA";59;196;99;77;24;6;2;1;4;2;7;10;487
"353650 PAULINIA";22;43;40;31;23;11;3;2;2;5;2;3;187
"353660 PAULO DE FARIA";6;14;10;4;2;-;6;1;-;-;-;-;43
"353670 PEDERNEIRAS";1;-;11;8;14;9;4;-;1;-;5;-;53
"353690 PEDRANOPOLIS";4;19;14;10;12;4;-;1;-;-;-;2;66
"353700 PEDREGULHO";-;-;-;1;-;-;-;-;-;-;-;-;1
"353710 PEDREIRA";6;10;38;23;21;8;4;-;3;1;1;2;117
"353715 PEDRINHAS PAULISTA";2;9;11;3;1;-;-;-;-;-;-;-;26
"353720 PEDRO DE TOLEDO";1;2;1;15;7;2;1;-;-;-;-;-;29
"353730 PENAPOLIS";143;173;190;104;57;21;14;8;2;-;1;4;717
"353740 PEREIRA BARRETO";9;10;17;55;48;8;3;3;11;21;17;11;213
"353760 PERUIBE";52;52;68;71;46;27;18;9;6;10;10;13;382
"353770 PIACATU";219;136;7;3;1;-;-;-;-;-;-;10;376
"353780 PIEDADE";-;-;3;1;-;1;-;-;-;-;-;-;5
"353790 PILAR DO SUL";-;1;1;3;1;-;-;-;-;-;-;-;6
"353800 PINDAMONHANGABA";92;402;659;548;311;46;15;5;2;2;4;30;2116
"353810 PINDORAMA";63;87;46;53;16;5;-;-;-;1;-;6;277
"353820 PINHALZINHO";-;-;-;1;-;-;-;-;-;-;-;-;1
"353830 PIQUEROBI";7;25;19;2;-;-;-;-;1;-;-;-;54
"353850 PIQUETE";8;116;23;37;47;4;-;-;1;2;1;3;242
"353870 PIRACICABA";116;294;364;336;180;54;20;17;13;17;19;24;1454
"353880 PIRAJU";-;2;3;1;1;-;-;-;-;-;-;1;8
"353890 PIRAJUI";2;2;2;2;2;-;1;3;1;3;2;2;22
"353900 PIRANGI";16;16;50;39;46;18;3;5;-;1;-;1;195
"353910 PIRAPORA DO BOM JESUS";1;3;2;-;-;-;-;-;-;-;-;-;6
"353920 PIRAPOZINHO";18;92;176;219;92;49;9;2;1;1;-;1;660
"353930 PIRASSUNUNGA";134;261;185;120;66;21;5;3;5;-;-;7;807
"353940 PIRATININGA";1;1;1;-;-;-;-;-;-;-;1;1;5
"353950 PITANGUEIRAS";6;18;17;20;24;4;3;-;4;-;1;-;97
"353960 PLANALTO";-;4;13;9;4;2;-;-;-;-;-;-;32
"353970 PLATINA";-;4;9;3;-;1;-;-;-;-;-;-;17
"353980 POA";3;7;2;1;1;1;-;-;1;-;-;1;17
"353990 POLONI";-;-;-;-;-;3;-;-;-;-;-;-;3
"354000 POMPEIA";69;103;156;85;46;17;7;-;-;-;-;-;483
"354010 PONGAI";-;-;-;-;5;1;-;-;-;-;-;-;6
"354020 PONTAL";17;13;49;44;24;6;2;1;1;-;-;-;157
"354025 PONTALINDA";112;39;1;1;4;1;-;-;-;-;-;27;185
"354030 PONTES GESTAL";11;16;11;-;3;1;1;2;1;-;-;2;48
"354040 POPULINA";32;43;9;-;-;-;-;-;-;-;-;5;89
"354060 PORTO FELIZ";2;4;3;17;12;2;-;3;-;2;1;2;48
"354070 PORTO FERREIRA";14;26;20;29;22;6;-;1;-;-;1;1;120
"354075 POTIM";1431;349;127;16;16;5;7;3;2;1;1;248;2206
"354080 POTIRENDABA";3;11;10;17;12;11;5;3;2;4;-;2;80
"354085 PRACINHA";5;12;22;5;-;-;-;-;-;-;-;-;44
"354090 PRADOPOLIS";10;14;13;9;11;6;-;1;2;-;-;-;66
"354100 PRAIA GRANDE";16;23;36;73;68;45;33;11;15;9;10;16;355
"354110 PRESIDENTE ALVES";1;-;1;-;-;-;-;-;-;-;-;-;2
"354120 PRESIDENTE BERNARDES";26;116;108;98;27;2;-;-;-;-;-;1;378
"354130 PRESIDENTE EPITACIO";556;278;40;2;1;3;1;3;-;1;-;48;933
"354140 PRESIDENTE PRUDENTE";328;1341;2249;1605;865;523;77;42;51;36;52;66;7235
"354150 PRESIDENTE VENCESLAU";216;159;60;41;11;7;8;-;3;-;1;16;522
"354160 PROMISSAO";1;19;37;25;16;25;5;1;1;5;-;4;139
"354170 QUATA";69;169;79;89;41;5;-;1;-;2;-;4;459
"354180 QUEIROZ";61;70;15;4;-;-;-;-;-;-;-;5;155
"354190 QUELUZ";2;35;25;22;8;5;-;-;-;1;-;-;98
"354200 QUINTANA";5;7;18;10;8;4;-;-;-;-;-;-;52
"354220 RANCHARIA";584;740;385;211;54;10;5;-;-;1;4;90;2084
"354240 REGENTE FEIJO";6;32;103;130;114;26;5;1;-;-;-;2;419
"354260 REGISTRO";60;185;232;104;45;9;3;-;1;-;2;7;648
"354270 RESTINGA";-;-;1;-;-;-;-;-;-;-;-;-;1
"354290 RIBEIRAO BONITO";1;-;1;-;-;-;-;-;-;-;-;-;2
"354310 RIBEIRAO CORRENTE";1;-;-;-;-;-;-;-;-;-;-;-;1
"354320 RIBEIRAO DO SUL";-;3;8;38;25;2;1;-;-;-;-;-;77
"354323 RIBEIRAO DOS INDIOS";-;3;1;2;2;-;-;-;-;-;1;1;10
"354330 RIBEIRAO PIRES";9;4;-;-;-;-;-;1;-;-;-;3;17
"354340 RIBEIRAO PRETO";3040;6856;5148;1928;871;195;63;25;20;12;15;167;18340
"354360 RIFAINA";-;1;-;-;-;2;1;-;-;1;1;-;6
"354370 RINCAO";-;10;5;-;-;1;8;5;1;2;-;-;32
"354380 RINOPOLIS";476;187;14;2;-;-;1;-;1;-;-;41;722
"354390 RIO CLARO";91;177;299;399;148;62;24;17;8;6;3;10;1244
"354400 RIO DAS PEDRAS";-;-;1;-;2;1;-;-;-;1;-;-;5
"354420 RIOLANDIA";2;7;6;5;3;-;-;-;-;-;-;-;23
"354425 ROSANA";32;160;263;213;114;34;11;4;2;5;7;36;881
"354430 ROSEIRA";21;96;28;9;6;-;1;-;-;2;-;3;166
"354440 RUBIACEA";14;13;24;12;35;12;1;-;-;-;-;-;111
"354450 RUBINEIA";1;5;3;3;1;-;-;-;-;1;2;-;16
"354460 SABINO";84;187;49;18;2;-;-;-;-;-;-;1;341
"354470 SAGRES";102;213;19;-;-;-;-;-;-;-;-;4;338
"354480 SALES";1;10;7;4;1;-;-;-;-;1;1;-;25
"354490 SALES OLIVEIRA";1;1;-;4;1;1;2;1;-;-;-;1;12
"354510 SALMOURAO";78;134;37;25;1;2;-;-;-;-;-;4;281
"354515 SALTINHO";4;4;2;3;1;-;1;-;-;-;1;1;17
"354520 SALTO";7;11;27;25;15;3;2;-;1;2;-;2;95
"354530 SALTO DE PIRAPORA";1;5;2;1;1;2;-;-;1;-;-;-;13
"354540 SALTO GRANDE";1;12;32;71;48;4;-;1;2;1;-;-;172
"354550 SANDOVALINA";13;31;87;79;13;1;-;-;-;-;-;-;224
"354560 SANTA ADELIA";27;69;50;48;27;8;7;-;-;1;1;2;240
"354570 SANTA ALBERTINA";4;13;8;4;3;7;3;-;-;-;-;-;42
"354580 SANTA BARBARA D'OESTE";68;109;252;198;113;95;52;9;18;12;13;17;956
"354610 SANTA CLARA D'OESTE";1;1;6;24;24;7;3;-;-;-;-;-;66
"354620 SANTA CRUZ DA CONCEICAO";-;-;2;1;-;1;-;-;-;-;-;-;4
"354625 SANTA CRUZ DA ESPERANCA";-;6;-;9;3;-;-;-;1;-;-;-;19
"354630 SANTA CRUZ DAS PALMEIRAS";69;234;364;285;71;19;1;-;-;-;-;4;1047
"354640 SANTA CRUZ DO RIO PARDO";2;11;11;4;10;1;2;3;1;-;-;-;45
"354650 SANTA ERNESTINA";32;65;17;13;2;-;1;-;1;-;-;-;131
"354660 SANTA FE DO SUL";7;13;25;21;15;7;4;1;1;4;1;3;102
"354670 SANTA GERTRUDES";-;6;23;29;17;6;2;2;1;2;-;-;88
"354680 SANTA ISABEL";1;-;-;-;-;-;-;1;-;-;-;-;2
"354690 SANTA LUCIA";1;4;-;-;-;-;-;-;-;-;1;-;6
"354700 SANTA MARIA DA SERRA";-;3;3;-;-;-;-;-;-;-;-;1;7
"354710 SANTA MERCEDES";2;6;3;5;4;1;-;-;-;1;-;-;22
"354720 SANTANA DA PONTE PENSA";-;-;-;-;1;-;-;1;-;-;-;-;2
"354730 SANTANA DE PARNAIBA";7;5;4;4;1;4;-;-;-;-;-;3;28
"354740 SANTA RITA D'OESTE";1;1;3;1;1;-;-;-;-;-;-;-;7
"354750 SANTA RITA DO PASSA QUATRO";32;113;111;157;72;12;7;3;1;2;-;3;513
"354760 SANTA ROSA DE VITERBO";17;49;159;150;95;10;2;1;1;-;1;5;490
"354765 SANTA SALETE";6;1;4;4;3;1;1;1;1;1;-;1;24
"354770 SANTO ANASTACIO";19;157;153;86;26;5;-;-;-;1;1;2;450
"354780 SANTO ANDRE";14;10;8;2;1;-;-;1;2;-;-;2;40
"354790 SANTO ANTONIO DA ALEGRIA";-;1;3;3;2;1;-;-;-;-;-;-;10
"354800 SANTO ANTONIO DE POSSE";4;4;10;2;-;2;1;1;2;1;-;-;27
"354805 SANTO ANTONIO DO ARACANGUA";13;11;12;15;18;7;1;-;-;-;1;-;78
"354810 SANTO ANTONIO DO JARDIM";-;1;1;-;1;-;-;-;-;-;-;-;3
"354820 SANTO ANTONIO DO PINHAL";1;-;-;-;-;-;-;-;-;-;-;-;1
"354830 SANTO EXPEDITO";-;11;60;11;2;3;-;-;-;-;-;-;87
"354840 SANTOPOLIS DO AGUAPEI";4;21;15;-;-;-;1;-;-;-;-;-;41
"354850 SANTOS";47;62;58;49;76;36;27;21;22;25;24;42;489
"354860 SAO BENTO DO SAPUCAI";-;1;-;-;-;-;-;-;-;-;-;-;1
"354870 SAO BERNARDO DO CAMPO";63;44;26;15;13;12;6;6;3;3;6;11;208
"354880 SAO CAETANO DO SUL";4;4;3;2;2;1;2;1;1;1;-;2;23
"354890 SAO CARLOS";163;206;117;46;27;17;17;14;5;10;7;23;652
"354900 SAO FRANCISCO";-;4;7;5;28;13;4;-;1;-;-;-;62
"354910 SAO JOAO DA BOA VISTA";262;574;579;362;140;29;9;9;6;2;1;17;1990
"354920 SAO JOAO DAS DUAS PONTES";10;7;10;-;-;-;-;-;-;-;-;-;27
"354925 SAO JOAO DE IRACEMA";43;84;24;4;1;-;-;1;-;-;1;-;158
"354930 SAO JOAO DO PAU D'ALHO";2;15;54;47;28;3;1;-;1;3;2;2;158
"354940 SAO JOAQUIM DA BARRA";15;46;18;4;4;2;1;1;-;1;1;2;95
"354950 SAO JOSE DA BELA VISTA";3;1;5;4;-;1;3;-;-;-;-;-;17
"354960 SAO JOSE DO BARREIRO";-;-;-;4;1;-;-;-;-;-;-;-;5
"354970 SAO JOSE DO RIO PARDO";32;28;203;244;168;19;3;-;1;1;1;2;702
"354980 SAO JOSE DO RIO PRETO";965;1805;1534;935;786;464;354;192;236;207;218;371;8067
"354990 SAO JOSE DOS CAMPOS";33;72;142;120;70;25;14;6;16;6;9;11;524
"355000 SAO LUIS DO PARAITINGA";-;1;-;-;-;-;-;-;-;-;-;-;1
"355010 SAO MANUEL";5;6;8;4;-;-;1;-;-;-;-;-;24
"355020 SAO MIGUEL ARCANJO";2;-;-;-;-;-;1;1;1;-;-;1;6
"355030 SAO PAULO";449;613;554;334;165;88;57;26;37;37;36;92;2488
"355040 SAO PEDRO";100;311;333;146;34;13;5;3;5;3;1;3;957
"355050 SAO PEDRO DO TURVO";-;1;21;12;4;-;-;-;1;2;1;-;42
"355060 SAO ROQUE";2;5;2;7;-;-;-;-;-;-;-;-;16
"355070 SAO SEBASTIAO";27;39;33;44;59;44;55;32;12;13;23;19;400
"355080 SAO SEBASTIAO DA GRAMA";-;-;10;13;8;4;-;-;-;-;-;-;35
"355090 SAO SIMAO";174;130;41;25;6;1;2;-;2;2;1;19;403
"355100 SAO VICENTE";6;14;16;20;12;12;7;4;3;4;6;18;122
"355110 SARAPUI";-;-;3;-;-;-;-;-;-;-;-;-;3
"355130 SEBASTIANOPOLIS DO SUL";14;24;21;3;1;-;-;-;-;-;-;1;64
"355140 SERRA AZUL";1;4;9;1;2;-;-;-;-;-;-;-;17
"355150 SERRANA";16;62;103;52;14;17;32;58;4;-;-;1;359
"355160 SERRA NEGRA";2;-;2;2;1;-;-;-;-;-;-;-;7
"355170 SERTAOZINHO";720;931;370;210;76;9;8;2;2;1;2;48;2379
"355180 SETE BARRAS";305;39;3;-;-;-;-;-;-;-;-;2;349
"355190 SEVERINIA";4;12;11;6;6;2;2;-;-;-;-;-;43
"355200 SILVEIRAS";6;4;5;1;1;-;-;-;-;-;-;-;17
"355210 SOCORRO";2;3;10;7;3;-;-;-;-;3;1;4;33
"355220 SOROCABA";267;653;596;427;221;47;14;3;8;7;5;15;2263
"355230 SUD MENNUCCI";7;17;26;30;28;11;1;-;-;1;-;1;122
"355240 SUMARE";81;113;97;92;67;28;11;5;-;1;1;2;498
"355250 SUZANO";8;5;7;2;-;-;1;-;1;-;-;4;28
"355255 SUZANAPOLIS";-;5;5;2;5;1;-;-;1;-;-;-;19
"355260 TABAPUA";28;62;53;44;18;4;4;1;1;-;1;12;228
"355270 TABATINGA";1;5;9;-;-;-;-;1;-;1;2;-;19
"355280 TABOAO DA SERRA";6;5;4;2;1;1;1;-;1;-;1;-;22
"355290 TACIBA";-;5;3;6;6;2;-;-;-;-;-;-;22
"355300 TAGUAI";1;1;2;3;2;-;-;-;-;-;-;-;9
"355310 TAIACU";2;-;-;1;1;-;-;-;-;-;-;-;4
"355320 TAIUVA";3;15;23;17;6;1;2;-;-;-;-;-;67
"355330 TAMBAU";20;71;163;201;61;3;-;-;-;-;-;-;519
"355340 TANABI";24;108;120;129;77;24;10;3;1;1;2;1;500
"355350 TAPIRAI";1;-;-;-;-;-;-;-;-;-;-;-;1
"355360 TAPIRATIBA";5;61;85;115;16;-;-;-;-;-;-;1;283
"355365 TAQUARAL";-;-;2;-;2;-;-;-;-;-;-;-;4
"355370 TAQUARITINGA";92;117;32;41;40;14;4;4;2;-;-;4;350
"355380 TAQUARITUBA";-;2;3;-;-;1;-;-;-;-;-;-;6
"355385 TAQUARIVAI";-;-;-;-;-;-;-;1;-;-;-;-;1
"355390 TARABAI";4;110;113;68;31;11;2;1;-;-;4;-;344
"355395 TARUMA";5;24;56;35;19;4;-;-;3;1;-;-;147
"355400 TATUI";7;9;16;80;99;22;46;32;10;9;6;4;340
"355410 TAUBATE";124;447;645;630;329;90;28;16;17;9;8;18;2361
"355420 TEJUPA";-;-;-;-;1;-;-;-;-;-;-;-;1
"355430 TEODORO SAMPAIO";57;131;137;41;8;4;3;3;2;1;1;3;391
"355440 TERRA ROXA";2;1;1;1;-;-;-;-;-;-;1;-;6
"355450 TIETE";-;2;5;-;2;2;1;1;-;1;-;-;14
"355460 TIMBURI";-;-;-;-;1;-;-;-;1;-;-;-;2
"355465 TORRE DE PEDRA";-;-;-;-;-;1;-;-;-;-;-;-;1
"355470 TORRINHA";-;-;2;1;-;1;-;-;-;-;-;-;4
"355475 TRABIJU";34;48;3;-;-;-;-;-;-;-;-;-;85
"355480 TREMEMBE";-;1;10;18;23;6;3;-;1;-;-;-;62
"355490 TRES FRONTEIRAS";2;2;1;-;-;-;1;-;-;-;-;-;6
"355500 TUPA";65;188;206;130;64;14;13;5;7;7;4;7;710
"355510 TUPI PAULISTA";72;191;289;162;61;12;6;3;4;2;1;1;804
"355520 TURIUBA";3;-;9;44;56;1;-;-;-;-;1;-;114
"355530 TURMALINA";31;28;4;-;2;1;-;-;1;-;-;-;67
"355535 UBARANA";5;21;35;52;21;14;9;1;2;-;-;-;160
"355540 UBATUBA";14;35;48;64;34;37;6;4;3;2;3;2;252
"355560 UCHOA";6;12;6;2;3;2;2;2;1;-;-;1;37
"355570 UNIAO PAULISTA";-;3;3;-;-;1;2;-;-;-;-;-;9
"355580 URANIA";150;275;136;40;48;11;4;1;-;1;3;17;686
"355600 URUPES";48;47;11;3;-;-;-;-;-;-;-;6;115
"355610 VALENTIM GENTIL";84;105;6;13;2;2;-;-;1;-;-;6;219
"355620 VALINHOS";8;14;20;12;11;7;5;2;2;2;2;6;91
"355630 VALPARAISO";270;672;256;129;64;4;2;1;1;-;1;14;1414
"355635 VARGEM";-;-;1;-;-;-;1;1;-;-;-;-;3
"355640 VARGEM GRANDE DO SUL";5;20;40;70;50;7;5;3;3;1;1;1;206
"355645 VARGEM GRANDE PAULISTA";1;3;-;-;-;-;-;-;-;-;-;-;4
"355650 VARZEA PAULISTA";2;6;5;3;1;3;2;-;2;3;2;2;31
"355660 VERA CRUZ";2;22;57;106;65;7;2;-;-;-;-;-;261
"355670 VINHEDO";9;11;8;4;5;1;-;-;-;1;-;1;40
"355680 VIRADOURO";1;13;6;1;-;-;3;-;-;2;1;-;27
"355690 VISTA ALEGRE DO ALTO";4;2;2;3;6;10;1;1;-;-;-;-;29
"355695 VITORIA BRASIL";23;93;20;2;-;-;-;1;2;-;-;3;144
"355700 VOTORANTIM";7;16;48;23;16;13;1;2;1;-;-;1;128
"355710 VOTUPORANGA";3145;3999;1333;319;117;83;64;46;39;30;29;246;9450
"355715 ZACARIAS";-;2;3;-;5;1;-;-;-;-;1;-;12
"355720 CHAVANTES";-;3;3;4;-;-;-;-;-;2;2;1;15
"355730 ESTIVA GERBI";2;3;3;8;2;1;-;-;-;-;-;1;20
"Total";36652;59960;46722;29709;15699;5914;2891;1535;1392;1228;1284;3993;206979
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados disponibilizados pelo CGARB
 (Coordenação Geral de Vigilância de Arboviroses - CGARB) em sua série histórica, que para tal, realiza análise ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue, dengue com sinais de
 alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar o sistema e-SUS Vigilância em Saúde. Portanto, para os casos de Arboviroses urbanas do Espírito Santo
 foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiológica, em cada período pode apresentar notificações com data de
 notificação do ano anterior (semana epidemiológica 52 ou 53) e posterior (semana epidemiológica 01).
 Para cálculo da incidência recomenda-se utilizar locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 23/07/2021.
 Dados de 2021 atualizados em 12/07/2022.
 Dados de 2022 atualizados em 18/07/2023.
 Dados de 2023 atualizados em 04/06/2024 às 07 horas.
 Dados de 2024 atualizados em 28/07/2025 às 18:30 horas.
 Dados de 2025 atualizados em 25/08/2025 às 03:00 horas, sujeitos à revisão.
 * Dados disponibilizados no TABNET em agosto de 2025.
 
